Categoria_CID;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
"C65   Neopl malig da pelve renal";-;-;2;-;2;1;-;2;1;8;1;-;5;-;2;1;9;2;5;24;8;2;12;-;-;3;2;92
"C66   Neopl malig dos ureteres";1;-;2;-;1;-;-;1;1;3;2;1;3;-;-;5;10;-;12;29;12;3;9;-;1;4;1;101
"C67   Neopl malig da bexiga";28;8;28;4;66;3;16;57;33;157;58;59;127;50;29;239;532;113;525;1433;374;235;457;43;39;144;72;4929
"C68   Neopl malig de outr orgaos urinarios e NE";2;-;3;-;6;-;1;2;3;8;1;3;3;3;2;10;17;1;9;83;15;11;18;2;4;3;1;211
"C69   Neopl malig do olho e anexos";-;1;10;1;7;-;1;5;3;8;4;6;9;3;1;12;16;4;14;30;14;8;18;2;2;9;5;193
"C70   Neopl malig das meninges";-;-;1;-;4;-;-;3;1;6;5;6;2;1;1;12;17;1;14;32;21;2;8;2;3;4;1;147
"C71   Neopl malig do encefalo";57;24;91;13;217;17;57;185;135;340;105;181;330;106;60;452;846;179;755;1956;616;352;722;121;140;284;109;8450
"C72   Neop mal med esp nerv cran out sist nerv cen";8;2;8;2;23;2;4;13;10;41;18;12;37;18;4;69;151;14;74;282;94;49;87;12;11;24;18;1087
"C73   Neopl malig da gland tireoide";3;2;20;-;40;2;7;32;22;61;14;28;52;16;12;50;61;14;78;183;64;38;44;10;9;30;17;909
"C74   Neopl malig da gland supra-renal";1;2;5;-;13;2;2;8;4;12;5;4;16;2;2;28;39;8;24;92;16;15;34;1;7;14;5;361
"C75   Neopl malig outr gland endocrinas estr relac";3;4;1;-;6;-;-;2;7;10;8;1;17;-;2;15;32;6;27;51;18;5;17;2;3;9;1;247
"C76   Neopl malig outr localiz e mal definidas";25;10;45;12;102;11;22;175;60;196;70;108;204;61;40;291;519;75;460;1163;285;189;280;47;68;124;35;4677
"C77   Neopl malig secund e NE gangl linfaticos";3;-;-;-;4;1;1;4;1;14;4;7;4;3;1;19;8;2;5;19;9;7;8;1;4;6;1;136
"C78   Neopl malig secund org respirat e digestivos";24;6;13;3;49;9;17;52;39;143;42;78;105;16;7;182;478;35;247;490;65;74;82;8;39;26;10;2339
"C79   Neopl malig secund de outr localiz";13;2;12;3;54;9;13;59;28;135;25;78;84;28;2;185;293;21;157;395;72;80;77;12;34;19;2;1892
"C80   Neopl malig s/especificacao de localiz";35;14;63;15;54;4;32;64;49;161;98;83;243;48;41;281;897;78;678;1473;317;238;370;64;37;140;33;5610
"C81   Doenc de Hodgkin";3;1;6;-;13;2;3;15;6;20;10;6;20;6;5;28;65;4;35;141;35;21;44;8;4;21;9;531
"C82   Linfoma nao-Hodgkin folicular";1;-;1;-;1;1;1;4;2;6;1;1;3;1;-;6;22;5;10;38;19;11;13;3;1;4;3;158
"C83   Linfoma nao-Hodgkin difuso";6;2;7;-;16;4;7;41;13;73;16;14;32;23;3;58;134;12;65;237;91;98;146;14;18;31;13;1174
"C84   Linfomas de celulas T cutaneas e perifericas";2;-;2;-;4;-;1;7;4;8;4;2;11;5;1;21;32;3;27;74;20;19;25;3;3;6;4;288
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";9;6;10;7;61;4;10;24;26;107;51;57;125;21;19;125;281;57;287;756;178;79;203;32;29;89;41;2694
"C88   Doenc imunoproliferativas malignas";-;-;-;-;1;-;3;2;1;1;2;1;1;-;1;3;8;5;5;15;3;1;2;-;1;1;-;57
"C90   Mieloma mult e neopl malig de plasmocitos";19;10;23;4;65;6;14;60;35;115;48;58;139;46;18;184;451;76;286;1005;200;115;256;42;28;104;54;3461
"C91   Leucemia linfoide";13;14;44;3;73;10;12;54;23;91;34;27;83;28;13;122;196;37;141;462;125;91;162;29;28;62;38;2015
"C92   Leucemia mieloide";20;7;35;6;82;13;17;70;45;156;64;61;115;34;18;154;324;80;282;892;226;145;258;65;46;112;57;3384
"C93   Leucemia monocitica";-;-;-;-;1;-;-;4;-;1;1;2;-;1;1;2;2;-;2;15;-;2;-;2;1;-;-;37
"C94   Outr leucemias de celulas de tipo espec";-;-;1;1;3;-;2;4;3;7;1;-;5;-;-;6;16;1;2;30;16;10;16;1;2;2;3;132
"C95   Leucemia de tipo celular NE";7;3;15;6;28;4;5;35;19;44;18;25;49;13;9;107;146;29;93;255;89;37;123;12;26;43;8;1248
"C96   Outr neopl mal e NE tec linf hematop e corr";-;-;3;-;5;7;-;3;2;10;-;3;4;2;-;5;16;3;10;36;12;5;18;1;4;5;1;155
"C97   Neopl malig de localiz mult independentes";-;-;-;-;2;-;-;3;-;1;1;2;1;3;-;2;9;1;1;10;6;2;3;-;-;6;-;53
"D00   Carcinoma in situ cav oral esofago estomago";-;-;-;-;2;-;-;2;2;2;1;1;2;2;-;2;3;1;-;5;-;2;1;2;1;-;-;31
"D01   Carcinoma in situ de outr orgaos digestivos";-;1;-;-;4;-;-;3;-;2;3;-;2;-;-;1;3;-;2;10;1;2;3;5;3;1;-;46
"D02   Carcinoma in situ ouvido medio e ap respirat";-;1;-;-;2;-;-;4;-;4;1;1;-;-;-;-;2;-;1;7;-;-;1;-;-;1;-;25
"D03   Melanoma in situ";-;-;-;-;-;-;-;-;1;3;-;1;1;-;-;2;2;-;-;2;-;1;2;-;-;-;-;15
"D04   Carcinoma in situ da pele";-;-;1;1;5;-;-;1;3;5;3;2;4;3;-;6;10;3;6;11;1;2;8;1;2;1;1;80
"D05   Carcinoma in situ da mama";-;-;-;-;2;-;-;1;-;4;1;-;3;2;-;1;2;-;-;4;-;3;-;1;1;-;-;25
"D06   Carcinoma in situ do colo do utero";-;-;1;-;2;-;-;3;-;2;2;-;1;3;-;-;1;1;-;1;-;-;-;1;-;-;-;18
"D07   Carcinoma in situ outr orgaos genitais e NE";-;-;1;-;-;-;-;6;-;-;-;-;1;1;-;-;3;-;1;6;-;1;-;-;1;-;-;21
"D09   Carcinoma in situ de outr localiz e das NE";1;-;1;-;1;-;-;3;-;2;1;1;1;-;-;1;3;-;1;10;2;2;1;-;-;-;-;31
"D10   Neopl benig da boca e da faringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2
"D11   Neopl benig de gland salivares maiores";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3;-;-;4;1;-;-;-;-;-;-;9
"D12   Neopl benig do colon reto canal anal e anus";-;-;1;-;2;-;-;-;1;1;-;1;-;3;1;-;1;-;5;8;4;1;-;-;1;-;-;30
"D13   Neopl benig outr part e mal def ap digestivo";1;-;-;-;2;-;1;1;-;2;1;1;5;2;3;3;3;-;4;9;1;3;2;1;-;1;1;47
"D14   Neopl benig ouvido medio e aparelho respirat";-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;2;-;-;-;7
"D15   Neopl benig outr orgaos intratoracicos e NE";-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;3;1;-;-;5;1;1;-;-;1;-;-;15
"D16   Neopl benig de osso e cartilagem articular";-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;1;2;-;-;4;-;1;1;1;-;-;-;13
"D17   Neopl lipomatosa benig";-;-;-;-;1;-;-;1;-;-;2;-;-;-;1;1;-;-;1;2;-;1;1;-;-;1;-;12
"D18   Hemangioma e linfangioma de qualquer localiz";1;-;1;-;2;-;-;3;1;3;3;2;2;1;-;4;5;-;4;12;2;1;-;1;-;1;-;49
"D19   Neopl benig de tec mesotelial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;-;-;-;-;-;-;-;4
"D20   Neopl benig tec mole retro- e peritonio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D21   Outr neopl benig tec conj e outr tec moles";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;4;1;-;1;1;-;-;-;-;11
"D22   Nevos melanociticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;2
"D23   Outr neopl benig da pele";-;-;-;-;-;-;1;-;-;1;1;-;-;1;-;2;-;-;2;-;-;-;-;-;-;-;-;8
"D24   Neopl benig da mama";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;4
"D25   Leiomioma do utero";1;-;1;1;5;-;2;5;2;3;1;-;7;1;-;15;8;2;17;23;2;1;2;-;4;1;2;106
"D26   Outr neopl benig do utero";-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"D27   Neopl benig do ovario";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;4
"D28   Neopl benig outr org genitais femin e NE";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
"D29   Neopl benig dos orgaos genitais masc";-;-;-;-;3;-;-;-;1;4;1;3;1;2;-;3;3;-;3;5;1;1;1;-;-;-;3;35
"D30   Neopl benig dos orgaos urinarios";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;-;-;1;-;-;-;-;5
"D31   Neopl benig do olho e anexos";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"D32   Neopl benig das meninges";-;-;2;-;5;-;3;3;7;16;3;-;11;1;1;13;47;7;36;72;9;10;22;3;1;8;6;286
"D33   Neopl benig encef e out part sist nerv centr";1;-;1;-;1;1;-;4;1;5;-;2;1;1;2;4;5;2;7;27;4;4;4;3;1;3;3;87
"D34   Neopl benig da gland tireoide";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;3
"D35   Neopl benig de outr gland endocrinas e NE";-;-;3;1;2;-;1;2;1;7;1;2;-;1;-;2;10;1;12;26;6;1;5;-;2;7;-;93
"D36   Neopl benig de outr localiz e de localiz NE";-;-;-;-;-;-;-;1;-;2;1;-;-;-;-;1;2;1;2;4;-;1;1;-;1;-;-;17
"D37   Neopl comp incerto/desc cav oral e org dig";4;2;8;1;28;-;4;11;11;19;28;7;16;5;1;31;108;3;32;96;10;14;20;7;9;7;4;486
"D38   Neopl comp inc/desc ouv med org resp intrat";5;-;7;-;20;-;3;9;13;27;15;9;10;6;2;19;64;10;27;111;15;14;23;11;3;2;2;427
"D39   Neopl comp incerto/desconh org genitais fem";-;-;-;2;4;-;-;5;3;13;6;4;3;1;-;5;14;1;8;20;3;3;8;1;2;1;5;112
"D40   Neopl comp incerto/desconh org genitais masc";1;-;3;-;5;-;3;7;3;25;3;5;6;2;1;12;9;-;5;11;2;1;4;2;3;-;1;114
"D41   Neopl comp incerto/desconh orgaos urinarios";1;-;1;-;6;-;-;5;6;18;7;6;6;3;1;8;27;5;8;60;12;9;12;3;2;6;2;214
"D42   Neopl comp incerto/desconhecido meninges";-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;2;1;-;3;5;1;-;4;-;1;-;-;20
"D43   Neopl comp inc/desc encefalo sist nerv centr";3;-;3;-;12;-;2;11;17;20;19;11;11;5;4;22;64;6;14;113;8;15;34;10;2;3;10;419
"D44   Neopl comp incerto/desconh gland endocrinas";-;-;1;-;4;-;1;3;2;6;5;4;3;1;-;8;5;1;11;18;3;4;11;2;2;2;1;98
"D45   Policitemia vera";-;-;-;-;-;-;-;-;2;2;3;1;1;-;1;5;4;2;10;17;2;5;3;-;-;3;2;63
"D46   Sindr mielodisplasicas";2;3;8;-;16;1;3;18;9;24;21;9;34;19;9;41;133;23;101;243;58;50;56;15;11;29;13;949
"D47   Out neop comp inc/des tec linf hemat tec cor";3;2;3;1;6;2;2;8;10;18;9;5;23;11;-;28;54;6;54;136;13;10;25;4;2;16;9;460
"D48   Neopl comp inc/desconh outr localiz e NE";5;-;8;13;19;-;1;15;12;22;12;11;17;7;1;23;77;13;33;163;19;16;21;4;7;8;3;530
"D50   Anemia p/defic de ferro";7;6;12;2;42;-;8;32;10;37;6;38;19;8;3;54;63;2;16;125;18;16;32;10;5;9;-;580
"D51   Anemia p/defic de vitamina B12";1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;-;4;-;-;1;-;-;-;1;11
"D52   Anemia p/defic de folato";-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;1;-;7
"D53   Outr anemias nutricionais";1;-;3;-;6;1;-;6;3;5;8;11;5;3;4;16;40;4;38;59;8;3;18;-;7;9;-;258
"D55   Anemia dev transt enzimaticos";-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"D56   Talassemia";1;-;-;-;1;-;-;-;1;2;2;-;-;-;-;-;4;2;1;4;2;-;1;-;-;-;-;21
"D57   Transt falciformes";1;2;4;2;16;-;6;22;13;11;6;4;14;7;12;66;48;10;53;84;10;2;3;1;11;23;11;442
"D58   Outr anemias hemoliticas hereditarias";-;1;-;-;4;-;-;-;1;3;5;-;8;-;-;5;6;2;12;19;2;4;3;-;2;1;1;79
"D59   Anemia hemolitica adquir";2;-;7;2;19;1;1;14;6;14;9;7;11;3;2;21;15;1;12;48;9;5;8;3;5;11;2;238
"D60   Aplasia pura da serie vermelha adquir";-;-;-;-;2;-;-;2;-;1;1;-;1;1;-;6;5;1;-;5;2;-;5;1;-;1;-;34
"D61   Outr anemias aplasticas";8;2;16;3;30;4;4;16;10;30;16;15;57;11;15;59;94;12;98;179;43;19;31;9;18;26;17;842
"D62   Anemia aguda pos-hemorragica";-;-;-;-;7;-;-;7;3;3;1;-;1;-;-;11;12;-;15;13;2;4;-;-;4;3;-;86
"D64   Outr anemias";16;20;37;4;59;8;5;36;31;60;33;33;72;36;33;224;254;10;517;371;85;51;100;23;22;41;2;2183
"D65   Coagulacao intravascular disseminada";1;1;5;-;6;6;2;8;7;8;4;4;9;2;5;11;13;6;17;59;7;7;9;4;6;6;-;213
"D66   Defic hereditaria do fator VIII";-;-;1;-;2;-;-;-;-;3;1;-;1;-;-;1;-;-;2;4;3;-;1;-;1;1;-;21
"D67   Defic hereditaria do fator IX";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"D68   Outr defeitos da coagulacao";4;1;13;3;29;-;3;22;7;25;12;11;46;13;5;57;109;13;35;195;56;30;29;15;15;22;13;783
"D69   Purpura e outr afeccoes hemorragicas";5;1;13;-;33;2;1;20;12;24;8;8;30;11;5;42;57;11;72;120;27;13;34;11;3;16;6;585
"D70   Agranulocitose";-;-;5;-;3;-;1;2;6;5;7;3;5;1;1;12;30;2;17;48;16;6;5;3;4;1;3;186
"D71   Transt func neutrofilos polimorfonucleares";-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;1;1;-;1;4;2;2;-;-;-;-;-;14
"D72   Outr transt dos globulos brancos";1;-;-;-;1;1;-;1;2;10;1;2;4;-;2;12;6;3;5;17;3;6;4;2;2;-;2;87
"D73   Doenc do baco";-;-;-;-;2;-;-;-;-;1;3;3;1;-;1;8;7;-;2;18;2;2;1;-;2;1;-;54
"D74   Metemoglobinemia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;3
"D75   Outr doenc sangue e orgaos hematopoeticos";2;-;3;1;6;1;-;6;5;10;3;5;12;3;3;21;38;4;39;45;21;9;14;-;2;11;1;265
"D76   Alg doenc q env tec linforr e sist reticuloh";-;-;-;-;5;-;-;4;1;4;1;-;4;1;-;1;17;1;10;23;3;3;1;1;-;2;5;87
"D80   Imunodefic c/predom defeitos anticorpos";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;3;-;-;6;-;2;1;-;-;2;-;16
"D81   Defic imunitarias combinadas";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;2;-;-;-;1;1;1;-;8
"D82   Imunodeficiencia assoc c/outr defeitos major";-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;3;-;1;2;-;1;-;-;-;-;-;9
"D83   Imunodeficiencia comum variavel";-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;5
"D84   Outr imunodeficiencias";1;-;2;-;3;-;1;3;1;5;1;3;3;1;2;5;16;2;7;30;8;6;9;2;1;3;3;118
"D86   Sarcoidose";1;-;1;-;-;-;-;-;-;-;-;1;2;1;1;2;7;1;4;8;3;1;3;1;-;1;1;39
"D89   Outr transt q comprom mecanismo imunit NCOP";-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;2;-;2;3;2;3;-;-;2;-;-;18
"E00   Sindr de defic congen de iodo";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"E01   Transt tireoid e afecc assoc rel defic iodo";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"E02   Hipotireoidismo subclinico p/defic de iodo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"E03   Outr hipotireoidismos";3;2;7;-;8;1;3;9;9;14;4;15;13;-;7;24;161;19;66;207;87;33;98;2;12;17;11;832
"E04   Outr bocios nao-toxicos";-;-;1;-;2;1;-;1;2;1;-;3;-;-;-;2;7;-;5;15;3;-;2;2;-;1;2;50
"E05   Tireotoxicose";-;-;1;1;-;-;-;3;5;12;1;6;7;2;3;6;16;5;17;38;19;5;12;-;4;8;3;174
"E06   Tireoidite";-;-;-;-;-;-;-;3;-;-;-;1;1;-;-;-;1;-;1;7;-;1;1;2;1;-;-;19
"E07   Outr transt da tireoide";1;-;2;-;2;1;1;2;1;1;-;-;2;-;1;4;3;-;2;9;2;6;5;1;1;1;-;48
"E10   Diabetes mellitus insulino-dependente";68;11;54;8;194;24;54;237;60;278;107;167;154;91;56;334;625;90;310;1246;389;343;879;75;97;140;87;6178
"E11   Diabetes mellitus nao-insulino-dependemte";185;65;328;63;801;35;153;789;237;739;297;377;686;305;173;1303;995;269;875;2335;908;678;1665;204;222;441;211;15339
"E12   Diabetes mellitus relac c/a desnutr";5;2;6;-;20;-;4;21;3;12;9;13;30;14;4;45;44;6;20;48;19;4;13;-;7;16;-;365
"E13   Outr tipos espec de diabetes mellitus";4;1;-;21;14;1;-;4;-;23;19;3;18;6;-;2;20;-;-;38;4;1;3;-;1;-;1;184
"E14   Diabetes mellitus NE";341;112;839;68;1265;158;369;1868;1034;1433;930;1454;4096;1172;614;4657;5555;1518;6222;11537;3362;1335;3325;344;766;1466;352;56192
"E15   Coma hipoglicemico nao-diabetico";-;-;-;-;2;-;-;4;-;2;-;-;3;1;2;4;4;-;4;8;1;2;2;-;-;1;1;41
"E16   Outr transt da secrecao pancreatica interna";2;3;5;2;21;-;5;34;17;16;6;11;23;16;10;49;71;8;60;134;28;12;10;8;11;12;4;578
"E20   Hipoparatireoidismo";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"E21   Hiperparatireoid e out transt gland paratir";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;-;2;1;2;4;1;-;2;-;16
"E22   Hiperfuncao da hipofise";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2;-;-;4;1;-;1;-;-;-;1;11
"E23   Hipofuncao e outr transt da hipofise";-;-;2;-;1;-;2;-;1;2;2;-;2;2;-;1;5;1;1;10;7;2;3;-;3;1;1;49
"E24   Sindr de Cushing";-;-;-;-;2;-;-;1;1;-;-;1;2;1;-;2;1;-;1;7;1;-;-;-;-;1;1;22
"E25   Transt adrenogenitais";-;-;-;-;-;-;2;-;2;-;-;1;-;-;-;2;2;-;-;3;-;-;-;-;1;-;-;13
"E26   Hiperaldosteronismo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;-;2;-;1;-;1;8
"E27   Outr transt da gland supra-renal";-;-;-;-;1;1;-;4;-;1;-;-;1;-;1;5;8;-;1;13;4;-;3;1;-;1;-;45
"E28   Disfuncao ovariana";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E29   Disfuncao testicular";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E30   Transt da puberdade NCOP";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;3
"E31   Disfuncao poliglandular";-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;4
"E32   Doenc do timo";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;4
"E34   Outr transt endocrinos";-;-;1;1;1;-;1;2;1;2;-;-;1;-;-;3;7;1;-;7;3;1;-;-;-;1;-;33
"E40   Kwashiorkor";-;-;-;-;2;-;-;-;-;-;1;-;-;2;-;-;2;-;1;3;-;-;-;-;-;-;-;11
"E41   Marasmo nutricional";1;-;1;-;51;2;1;5;1;9;5;11;3;3;5;17;21;6;35;69;10;1;8;9;5;17;-;296
"E42   Kwashiorkor marasmatico";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;1;5
"E43   Desnutric proteico-calorica grave NE";14;18;63;42;67;17;16;63;30;98;22;49;73;26;11;146;187;11;48;238;61;31;73;49;50;42;7;1552
"E44   Desnutric proteico-calorica grau moder leve";5;8;3;1;46;1;8;28;5;57;16;48;26;22;2;45;37;2;-;92;31;28;24;16;18;2;-;571
"E45   Atraso desenv dev desnutric proteico-caloric";1;-;1;-;1;-;-;3;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;9
"E46   Desnutric proteico-calorica NE";10;3;42;4;89;-;10;40;19;76;47;94;198;64;23;319;288;49;184;376;60;27;115;44;28;58;6;2273
"E50   Defic de vitamina A";-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;6
"E51   Defic de tiamina";1;-;-;1;1;-;2;2;-;1;-;-;3;1;-;3;9;-;4;2;3;1;4;-;2;2;1;43
"E52   Defic de niacina";-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;2;-;-;3;-;-;-;-;-;-;1;10
"E53   Defic de outr vitaminas do grupo B";-;-;-;-;-;-;-;2;-;-;-;-;1;-;1;1;-;1;-;1;-;-;-;-;-;-;-;7
"E54   Defic de acido ascorbico";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"E55   Defic de vitamina D";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;2;-;1;-;-;-;-;-;6
"E56   Outr defic vitaminicas";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;3
"E58   Defic de calcio da dieta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;3
"E59   Defic de selenio da dieta";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E61   Defic de outr elementos nutrientes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;-;-;-;-;-;4
"E63   Outr defic nutricionais";-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;1;-;1;-;1;1;1;-;-;-;1;9
"E64   Sequelas desnutric e outr defic nutricionais";-;-;1;-;3;1;1;5;1;3;1;4;2;1;-;7;2;-;-;11;5;1;3;-;-;2;-;54
"E65   Adiposidade localizada";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;4
"E66   Obesidade";24;8;62;2;75;13;25;64;43;122;72;143;323;54;50;245;447;126;362;1196;259;149;345;68;89;148;47;4561
"E67   Outr form de hiperalimentacao";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;4
"E68   Sequelas de hiperalimentacao";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E70   Disturbios metabolism aminoacidos aromaticos";-;-;1;-;1;-;-;-;-;-;-;-;2;-;-;1;4;-;-;2;-;1;-;-;-;-;-;12
"E71   Dist metab aminoacidos cad ramif e acid grax";-;-;1;-;-;-;1;1;-;-;-;1;3;-;-;3;1;-;1;3;2;-;-;-;-;3;-;20
"E72   Outr disturbios metabolismo de aminoacidos";1;1;-;-;1;-;1;1;-;1;-;2;2;3;-;4;4;1;3;6;5;5;6;-;-;2;2;51
"E73   Intolerancia a lactose";-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"E74   Outr disturbios do metabolismo carboidratos";-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;1;3;-;1;7;1;2;1;-;1;1;-;21
"E75   Disturb metab esfingolip e outr depos lipid";-;-;1;-;1;-;1;2;6;3;-;4;4;2;3;2;14;3;2;17;4;3;6;3;1;9;-;91
"E76   Disturbios metabolismo do glicosaminoglicano";-;1;3;-;-;1;-;1;1;2;2;-;1;3;-;-;2;1;1;3;2;1;1;2;1;-;-;29
"E77   Disturbios do metabolismo de glicoproteinas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;-;1;-;-;-;2;-;7
"E78   Disturbios metab lipoproteinas e out lipidem";7;-;9;-;27;-;14;53;33;68;29;20;58;23;29;111;165;43;58;447;153;134;119;19;22;103;41;1785
"E79   Disturbios metabolismo purina e pirimidina";-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;2;6;1;3;4;-;2;1;1;-;1;-;24
"E80   Disturbios metab porfirina e bilirrubina";1;-;3;-;-;-;-;-;-;-;2;1;3;-;-;5;4;1;1;4;-;-;3;-;-;-;2;30
"E83   Disturbios do metabolismo de minerais";1;2;1;-;6;1;-;3;4;7;1;4;9;5;1;8;22;3;23;53;6;10;9;-;3;4;3;189
"E84   Fibrose cistica";4;1;2;1;15;-;2;10;2;8;-;5;8;2;3;13;34;3;21;64;27;11;13;4;7;8;4;272
"E85   Amiloidose";-;-;-;-;2;-;-;3;-;9;3;2;3;2;4;16;31;9;25;52;12;4;13;2;-;2;4;198
"E86   Deplecao de volume";2;2;5;1;32;2;2;22;21;43;12;20;35;21;5;88;140;10;165;327;37;10;45;25;16;25;7;1120
"E87   Outr transt equil hidroeletr e acido-basic";15;7;53;12;70;8;11;105;42;159;37;86;124;28;22;202;284;31;336;693;75;69;65;42;39;62;9;2686
"E88   Outr disturbios metabolicos";16;1;6;3;24;-;3;9;8;26;29;17;14;40;4;33;54;7;52;165;47;7;13;6;12;28;4;628
"F00   Demencia na doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2
"F01   Demencia vascular";2;-;-;-;6;-;1;5;-;18;4;-;2;4;7;18;62;1;23;99;7;4;4;1;2;3;42;315
"F03   Demencia NE";7;1;-;1;89;-;5;25;2;253;62;7;46;9;69;91;469;19;327;1365;10;21;131;1;13;7;157;3187
"F05   Delirium nao induz alcool outr subst psicoat";-;-;-;-;2;-;1;1;-;2;2;-;2;1;-;7;13;-;-;40;1;-;-;-;-;-;-;72
