Categoria_CID;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
"C61   Neopl malig da prostata";108;39;182;32;376;32;127;385;244;698;283;355;814;202;138;1358;1626;317;1525;3345;933;549;1176;231;245;490;173;15983
"C62   Neopl malig dos testiculos";2;2;7;-;13;2;-;2;5;13;5;5;12;12;1;15;34;7;42;131;36;28;42;8;8;8;6;446
"C63   Neopl malig outr org genit masc e NE";-;-;2;-;1;-;-;1;1;1;-;2;3;-;1;3;8;1;2;10;5;2;-;-;1;1;-;45
"C64   Neopl malig do rim exceto pelve renal";20;4;54;7;95;9;11;43;38;135;44;49;129;25;27;125;335;74;376;953;301;169;428;40;50;130;49;3720
"C65   Neopl malig da pelve renal";-;-;-;-;3;1;-;4;2;7;2;3;7;-;-;10;9;1;3;28;8;2;14;1;2;2;-;109
"C66   Neopl malig dos ureteres";-;-;-;-;2;-;-;-;-;-;2;-;2;-;-;2;3;1;4;18;10;3;8;-;1;1;4;61
"C67   Neopl malig da bexiga";25;11;27;10;44;5;19;47;37;130;50;65;174;23;37;213;483;98;518;1323;334;194;391;40;43;119;57;4517
"C68   Neopl malig de outr orgaos urinarios e NE";2;-;1;-;3;-;-;3;2;9;5;2;5;1;2;7;23;2;23;61;11;8;20;6;2;5;2;205
"C69   Neopl malig do olho e anexos";3;1;6;1;11;4;-;9;4;14;3;5;10;2;1;11;21;5;16;31;17;7;14;2;-;12;-;210
"C70   Neopl malig das meninges";1;-;2;-;2;-;-;3;2;9;8;5;6;2;1;12;18;2;20;31;13;4;18;1;5;5;4;174
"C71   Neopl malig do encefalo";52;21;97;17;215;19;59;144;114;310;110;150;344;121;74;456;793;159;750;2094;587;328;728;103;121;322;129;8417
"C72   Neop mal med esp nerv cran out sist nerv cen";7;-;8;1;24;1;5;21;14;44;13;15;40;15;10;78;142;17;65;281;83;72;99;11;10;35;10;1121
"C73   Neopl malig da gland tireoide";7;2;29;2;35;3;10;23;17;59;20;31;45;8;12;48;71;9;76;163;55;40;49;6;13;30;6;869
"C74   Neopl malig da gland supra-renal";2;2;2;-;6;1;-;3;6;14;4;2;20;2;1;24;42;8;37;77;25;7;23;6;8;10;5;337
"C75   Neopl malig outr gland endocrinas estr relac";4;2;4;1;5;-;3;4;4;15;8;5;15;4;2;16;45;2;41;62;15;7;20;7;3;11;6;311
"C76   Neopl malig outr localiz e mal definidas";23;7;60;10;102;9;15;127;59;162;60;110;179;39;37;263;414;69;395;1031;254;161;248;48;51;100;28;4061
"C77   Neopl malig secund e NE gangl linfaticos";-;1;1;-;3;-;-;3;2;6;4;11;3;2;2;20;13;6;7;21;11;8;9;4;2;5;1;145
"C78   Neopl malig secund org respirat e digestivos";22;5;7;4;59;12;14;72;32;161;57;103;77;40;5;177;472;30;201;495;98;91;81;25;44;26;12;2422
"C79   Neopl malig secund de outr localiz";14;3;4;1;32;3;8;74;30;109;38;73;70;27;2;173;373;13;91;323;75;68;68;13;33;17;5;1740
"C80   Neopl malig s/especificacao de localiz";34;17;54;7;58;4;20;56;63;163;76;87;277;54;21;239;829;96;666;1543;226;224;405;65;46;124;67;5521
"C81   Doenc de Hodgkin";1;1;8;1;18;-;1;10;4;33;14;7;17;6;4;32;65;7;46;134;27;15;44;4;4;17;12;532
"C82   Linfoma nao-Hodgkin folicular";-;-;2;-;4;1;-;1;1;7;3;4;5;3;3;8;18;6;10;36;19;9;15;4;1;3;1;164
"C83   Linfoma nao-Hodgkin difuso";4;3;10;4;23;3;4;28;20;43;5;13;25;9;8;50;85;20;64;164;75;64;100;18;5;27;15;889
"C84   Linfomas de celulas T cutaneas e perifericas";1;1;1;-;2;1;-;5;3;15;3;3;13;3;2;27;20;7;28;87;13;12;30;4;4;4;9;298
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";12;4;28;4;56;2;21;44;44;120;62;65;137;30;30;169;330;47;318;950;184;149;287;49;53;112;55;3362
"C88   Doenc imunoproliferativas malignas";-;-;-;-;1;-;-;1;1;4;-;-;-;1;1;3;9;1;8;19;3;3;4;-;-;5;3;67
"C90   Mieloma mult e neopl malig de plasmocitos";10;5;20;4;47;4;21;79;50;119;50;55;146;43;31;214;449;64;347;960;213;136;232;47;42;135;77;3600
"C91   Leucemia linfoide";20;5;39;8;80;10;11;63;38;119;43;24;69;29;23;114;206;56;185;530;139;87;174;25;24;56;31;2208
"C92   Leucemia mieloide";30;18;30;10;74;6;25;76;48;122;78;70;134;39;26;173;354;62;313;929;222;143;272;42;55;108;62;3521
"C93   Leucemia monocitica";-;-;-;-;-;3;-;3;-;2;-;-;-;2;1;3;4;-;2;14;1;6;5;-;-;1;1;48
"C94   Outr leucemias de celulas de tipo espec";1;-;-;1;5;-;-;5;2;5;3;-;3;1;1;4;16;3;6;36;17;13;12;4;3;7;3;151
"C95   Leucemia de tipo celular NE";10;5;19;2;45;14;7;36;31;67;15;38;75;20;17;108;164;22;107;268;102;44;130;17;13;57;9;1442
"C96   Outr neopl mal e NE tec linf hematop e corr";-;1;1;-;9;3;-;14;-;5;2;1;12;1;3;10;20;2;16;48;20;7;19;2;1;12;1;210
"C97   Neopl malig de localiz mult independentes";2;-;-;-;4;-;-;1;-;6;-;1;2;2;1;4;4;1;1;15;3;4;-;-;-;1;-;52
"D00   Carcinoma in situ cav oral esofago estomago";1;-;2;-;2;-;-;1;1;3;-;2;4;1;-;4;4;-;1;8;2;1;3;-;-;-;-;40
"D01   Carcinoma in situ de outr orgaos digestivos";-;-;1;-;2;-;-;3;1;7;-;1;-;-;-;2;2;-;2;11;1;3;-;-;-;2;-;38
"D02   Carcinoma in situ ouvido medio e ap respirat";1;-;2;-;1;-;1;4;1;10;1;2;1;3;-;3;3;-;3;8;3;1;-;-;1;-;-;49
"D03   Melanoma in situ";-;1;-;-;-;1;-;-;1;1;-;1;1;1;-;-;1;-;1;3;1;-;4;-;-;-;-;17
"D04   Carcinoma in situ da pele";-;-;-;-;4;-;2;3;1;3;-;3;-;2;-;4;3;-;1;17;1;5;-;1;-;1;-;51
"D05   Carcinoma in situ da mama";-;-;-;-;2;-;-;1;-;3;-;1;1;2;-;4;-;-;-;6;-;3;-;-;-;1;-;24
"D06   Carcinoma in situ do colo do utero";-;-;-;-;6;-;2;5;-;1;1;-;2;-;-;-;1;-;-;2;-;2;-;-;-;1;-;23
"D07   Carcinoma in situ outr orgaos genitais e NE";1;-;1;-;1;-;-;3;-;1;-;1;1;-;-;1;1;-;1;5;3;1;2;-;-;1;-;24
"D09   Carcinoma in situ de outr localiz e das NE";1;-;-;-;2;-;1;4;-;3;-;8;2;1;-;1;3;-;-;9;1;2;2;-;-;1;-;41
"D10   Neopl benig da boca e da faringe";-;-;-;-;-;-;-;4;-;-;-;-;-;1;-;2;2;-;-;2;-;-;-;-;-;1;-;12
"D11   Neopl benig de gland salivares maiores";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"D12   Neopl benig do colon reto canal anal e anus";-;-;-;-;-;-;-;3;-;1;-;-;3;-;-;2;2;-;2;13;1;1;2;1;-;-;-;31
"D13   Neopl benig outr part e mal def ap digestivo";1;-;-;-;1;-;-;1;-;1;1;-;1;2;-;2;5;1;2;3;2;1;2;-;-;-;-;26
"D14   Neopl benig ouvido medio e aparelho respirat";-;-;1;-;3;-;-;6;1;13;-;2;-;-;-;2;1;1;1;2;1;1;1;-;-;-;-;36
"D15   Neopl benig outr orgaos intratoracicos e NE";1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;3;-;2;2;3;-;1;-;-;-;-;15
"D16   Neopl benig de osso e cartilagem articular";1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;3;2;-;1;-;-;-;-;9
"D17   Neopl lipomatosa benig";-;-;-;-;-;-;-;1;1;-;-;1;1;-;-;1;2;-;2;3;-;-;1;-;-;-;-;13
"D18   Hemangioma e linfangioma de qualquer localiz";-;-;-;-;-;-;-;3;-;2;2;1;4;-;-;4;10;-;5;16;3;-;5;-;-;1;2;58
"D19   Neopl benig de tec mesotelial";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;3;-;-;3;-;-;-;1;10
"D21   Outr neopl benig tec conj e outr tec moles";-;-;1;-;-;-;-;-;3;2;-;-;-;-;-;-;1;2;1;2;-;-;-;-;1;-;-;13
"D22   Nevos melanociticos";-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"D23   Outr neopl benig da pele";-;-;-;-;1;-;-;-;-;-;-;2;1;-;-;-;1;-;3;1;-;-;1;-;2;-;-;12
"D24   Neopl benig da mama";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;4
"D25   Leiomioma do utero";2;-;1;-;2;-;-;1;-;1;-;1;6;-;1;8;6;3;9;16;3;3;-;-;2;5;1;71
"D26   Outr neopl benig do utero";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;2;1;-;-;-;-;-;-;6
"D27   Neopl benig do ovario";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;1;-;-;-;-;5
"D29   Neopl benig dos orgaos genitais masc";-;-;-;-;3;-;-;1;1;4;-;1;1;2;-;3;2;-;2;3;1;2;1;-;1;1;1;30
"D30   Neopl benig dos orgaos urinarios";-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;1;-;1;1;1;1;-;-;-;-;9
"D31   Neopl benig do olho e anexos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;3
"D32   Neopl benig das meninges";1;-;1;3;1;-;5;2;7;12;3;1;13;3;1;10;25;7;34;73;6;5;15;5;3;10;8;254
"D33   Neopl benig encef e out part sist nerv centr";-;-;-;1;2;-;1;1;1;2;4;-;3;1;-;6;3;5;6;17;-;1;4;1;-;1;1;61
"D34   Neopl benig da gland tireoide";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"D35   Neopl benig de outr gland endocrinas e NE";1;-;1;-;1;-;1;4;3;5;-;1;2;-;-;3;17;4;7;8;1;2;1;-;1;2;1;66
"D36   Neopl benig de outr localiz e de localiz NE";-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;1;4;-;4;3;-;-;-;-;-;-;2;17
"D37   Neopl comp incerto/desc cav oral e org dig";-;-;5;-;16;-;4;11;3;16;1;7;9;8;3;25;88;5;14;97;18;19;19;-;5;1;-;374
"D38   Neopl comp inc/desc ouv med org resp intrat";-;2;6;-;9;1;4;9;6;22;2;4;3;6;1;18;55;12;19;94;23;12;9;8;4;-;2;331
"D39   Neopl comp incerto/desconh org genitais fem";4;-;-;-;2;-;-;7;2;6;2;5;2;2;1;6;17;3;1;21;8;3;2;-;2;1;-;97
"D40   Neopl comp incerto/desconh org genitais masc";-;1;4;-;1;1;1;4;-;4;3;-;2;-;-;2;11;1;2;4;1;5;-;1;2;-;-;50
"D41   Neopl comp incerto/desconh orgaos urinarios";-;-;2;-;-;-;-;-;2;5;1;2;1;-;-;6;15;1;4;20;5;1;4;1;1;-;-;71
"D42   Neopl comp incerto/desconhecido meninges";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;4;1;-;1;4;-;2;-;1;2;-;17
"D43   Neopl comp inc/desc encefalo sist nerv centr";1;-;2;-;7;-;3;10;6;25;6;4;3;1;2;18;63;12;12;75;21;14;33;5;5;3;3;334
"D44   Neopl comp incerto/desconh gland endocrinas";2;-;-;-;2;-;-;1;-;3;1;-;-;1;1;3;8;-;-;13;7;4;11;1;1;6;2;67
"D45   Policitemia vera";-;-;-;-;-;-;-;1;-;3;4;-;2;2;-;3;5;-;8;8;4;7;4;-;2;2;1;56
"D46   Sindr mielodisplasicas";4;2;9;2;25;1;3;15;15;30;20;18;35;9;8;48;114;28;107;282;55;29;74;8;16;28;17;1002
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;2;-;9;2;1;6;3;18;9;5;23;6;6;24;46;10;42;124;9;11;23;1;3;12;7;402
"D48   Neopl comp inc/desconh outr localiz e NE";2;-;-;1;11;-;-;5;7;17;2;8;14;5;3;21;71;11;21;114;21;12;21;5;9;5;1;387
"D50   Anemia p/defic de ferro";-;2;1;-;6;-;6;21;7;12;2;11;5;2;3;16;30;1;7;24;4;6;8;3;5;9;-;191
"D51   Anemia p/defic de vitamina B12";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;3;-;1;2;-;-;-;-;1;2;-;11
"D52   Anemia p/defic de folato";-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"D53   Outr anemias nutricionais";3;1;4;-;9;-;2;4;6;13;5;10;9;8;3;28;52;7;37;51;10;7;18;1;4;7;1;300
"D55   Anemia dev transt enzimaticos";-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;5
"D56   Talassemia";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;5;1;1;1;-;-;-;2;15
"D57   Transt falciformes";1;1;5;-;13;2;11;22;16;12;4;1;14;6;11;87;74;16;62;77;10;4;9;3;6;27;17;511
"D58   Outr anemias hemoliticas hereditarias";-;1;2;-;1;-;2;1;2;4;3;1;3;3;1;1;13;1;10;17;2;-;3;-;-;3;1;75
"D59   Anemia hemolitica adquir";-;2;5;-;14;-;6;3;6;14;3;7;11;2;-;14;18;5;18;43;11;9;11;2;3;8;3;218
"D60   Aplasia pura da serie vermelha adquir";1;-;-;-;4;1;-;-;2;2;1;1;-;-;-;5;6;-;1;9;1;2;2;-;2;2;1;43
"D61   Outr anemias aplasticas";6;3;21;1;25;5;7;27;14;35;16;19;31;11;9;51;101;12;104;189;45;20;47;15;13;24;8;859
"D62   Anemia aguda pos-hemorragica";-;1;-;-;10;-;-;10;4;-;3;2;4;1;1;11;11;-;19;15;1;-;3;-;2;3;-;101
"D64   Outr anemias";10;17;39;4;76;6;15;71;39;98;51;60;92;38;23;230;287;18;432;304;82;31;80;22;32;56;5;2218
"D65   Coagulacao intravascular disseminada";2;1;2;2;11;5;-;8;5;4;3;7;11;-;3;12;13;1;21;55;10;7;12;-;3;7;2;207
"D66   Defic hereditaria do fator VIII";-;-;1;-;1;-;-;1;-;1;1;1;1;-;-;1;1;-;1;3;3;2;2;-;1;1;-;22
"D67   Defic hereditaria do fator IX";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"D68   Outr defeitos da coagulacao";5;4;4;2;19;1;5;7;3;21;8;15;37;6;8;65;86;12;37;169;43;24;48;4;19;19;9;680
"D69   Purpura e outr afeccoes hemorragicas";2;4;13;3;32;1;5;22;7;22;10;8;61;5;6;51;55;8;69;146;33;13;33;11;12;11;7;650
"D70   Agranulocitose";3;2;-;-;3;1;1;4;4;11;8;1;10;2;3;16;34;3;21;52;23;9;14;2;2;4;5;238
"D71   Transt func neutrofilos polimorfonucleares";-;-;-;-;-;-;-;-;1;2;-;-;1;-;-;-;1;-;-;23;2;-;2;-;1;-;-;33
"D72   Outr transt dos globulos brancos";1;-;-;-;1;-;1;1;1;4;1;-;1;1;-;5;5;-;10;9;3;3;5;-;1;1;-;54
"D73   Doenc do baco";1;-;1;-;-;1;2;-;-;6;1;1;4;-;1;1;9;1;6;25;2;3;3;1;-;3;2;74
"D74   Metemoglobinemia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2
"D75   Outr doenc sangue e orgaos hematopoeticos";2;1;4;-;6;-;-;4;2;10;1;1;8;-;-;16;26;3;44;40;14;3;3;2;2;5;-;197
"D76   Alg doenc q env tec linforr e sist reticuloh";-;1;-;-;1;-;-;1;-;8;2;1;8;-;-;4;7;1;13;19;1;1;1;-;1;1;3;74
"D80   Imunodefic c/predom defeitos anticorpos";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;2;-;2;4;1;1;1;-;-;-;-;13
"D81   Defic imunitarias combinadas";-;-;-;-;-;-;-;1;-;2;1;-;-;-;1;1;1;-;2;2;1;1;-;-;1;-;-;14
"D82   Imunodeficiencia assoc c/outr defeitos major";-;-;1;-;1;-;-;-;-;-;1;1;1;-;-;-;1;-;2;1;3;-;-;-;-;-;1;13
"D83   Imunodeficiencia comum variavel";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;2;1;1;1;-;2;-;1;-;-;-;12
"D84   Outr imunodeficiencias";1;-;4;-;7;-;-;4;2;18;10;4;8;7;-;10;10;4;18;40;6;7;2;1;2;2;1;168
"D86   Sarcoidose";-;-;-;-;1;-;-;-;-;3;-;-;-;-;-;1;8;1;4;10;3;1;4;1;-;3;-;40
"D89   Outr transt q comprom mecanismo imunit NCOP";-;-;-;-;4;-;-;-;1;3;-;1;1;-;-;1;2;-;1;2;3;3;1;-;2;-;-;25
"E00   Sindr de defic congen de iodo";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;5
"E01   Transt tireoid e afecc assoc rel defic iodo";-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"E02   Hipotireoidismo subclinico p/defic de iodo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"E03   Outr hipotireoidismos";4;-;3;-;4;-;4;4;7;15;5;6;6;1;3;27;99;5;58;141;63;25;60;1;7;16;7;571
"E04   Outr bocios nao-toxicos";-;-;1;-;1;-;6;2;2;1;2;2;2;-;-;3;11;1;4;6;4;3;5;-;-;-;-;56
"E05   Tireotoxicose";-;-;7;-;4;1;1;3;2;10;4;-;10;4;-;19;24;7;14;20;4;7;4;5;1;9;2;162
"E06   Tireoidite";-;-;-;-;-;-;-;1;-;1;2;1;-;-;-;-;2;-;-;1;-;1;1;-;-;1;-;11
"E07   Outr transt da tireoide";-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;3;5;-;4;10;2;-;1;-;1;-;-;29
"E10   Diabetes mellitus insulino-dependente";65;16;21;11;316;12;55;275;69;294;130;148;158;74;45;337;468;93;212;933;500;286;658;88;107;133;148;5652
"E11   Diabetes mellitus nao-insulino-dependemte";84;77;237;21;510;21;131;523;184;467;167;295;484;188;143;767;691;215;722;1327;608;424;945;282;138;344;264;10259
"E12   Diabetes mellitus relac c/a desnutr";5;2;3;2;23;1;2;16;10;14;10;12;18;15;6;46;36;4;28;51;13;6;21;4;3;12;-;363
"E13   Outr tipos espec de diabetes mellitus";2;-;1;32;32;-;1;17;3;8;9;10;5;6;-;8;15;-;-;27;8;6;6;-;2;1;-;199
"E14   Diabetes mellitus NE";312;73;840;75;1457;146;398;1831;1090;1327;1083;1303;3170;1316;608;3968;4907;928;5971;9276;2643;1285;3584;347;718;1422;160;50238
"E15   Coma hipoglicemico nao-diabetico";-;-;1;-;3;-;-;14;1;2;1;-;3;-;-;5;6;-;1;3;4;1;-;-;-;-;-;45
"E16   Outr transt da secrecao pancreatica interna";2;3;6;2;27;-;6;19;4;18;3;5;13;13;5;51;77;7;56;65;17;3;14;3;4;13;2;438
"E20   Hipoparatireoidismo";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;3
"E21   Hiperparatireoid e out transt gland paratir";-;-;-;1;1;-;-;1;1;2;-;-;1;-;1;2;1;-;5;4;3;1;2;-;-;-;-;26
"E22   Hiperfuncao da hipofise";-;-;-;-;-;-;-;2;1;-;-;-;1;1;-;-;2;-;1;3;1;-;-;1;1;-;-;14
"E23   Hipofuncao e outr transt da hipofise";-;1;1;-;2;-;-;2;1;1;-;-;-;2;-;2;4;-;4;6;2;2;3;-;1;2;1;37
"E24   Sindr de Cushing";-;-;1;-;-;-;-;1;2;1;-;2;-;-;1;2;1;-;1;5;-;1;2;-;-;2;-;22
"E25   Transt adrenogenitais";-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;1;-;-;2;1;-;-;-;7
"E26   Hiperaldosteronismo";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2;-;-;2;1;-;1;-;-;1;-;9
"E27   Outr transt da gland supra-renal";-;-;-;-;1;-;-;-;1;5;2;-;2;1;1;2;6;-;2;14;4;3;3;2;-;2;-;51
"E28   Disfuncao ovariana";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;3
"E30   Transt da puberdade NCOP";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;1;-;-;5
"E31   Disfuncao poliglandular";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"E32   Doenc do timo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"E34   Outr transt endocrinos";-;-;1;-;-;-;-;-;-;2;-;2;1;-;-;2;1;1;3;6;4;-;1;-;-;1;-;25
"E40   Kwashiorkor";-;-;1;1;2;-;-;-;-;1;1;2;-;-;-;2;5;1;1;8;1;-;1;-;-;1;-;28
"E41   Marasmo nutricional";-;-;4;1;31;-;1;6;1;6;2;6;4;3;4;20;38;5;49;79;11;4;9;18;4;18;1;325
"E42   Kwashiorkor marasmatico";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;4
"E43   Desnutric proteico-calorica grave NE";14;20;78;25;71;8;17;62;26;70;28;55;66;17;11;163;164;20;47;203;57;22;75;28;37;37;4;1425
"E44   Desnutric proteico-calorica grau moder leve";7;7;5;1;22;-;5;35;8;39;8;31;28;13;3;31;44;3;3;109;24;10;17;1;16;11;-;481
"E45   Atraso desenv dev desnutric proteico-caloric";-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;6
"E46   Desnutric proteico-calorica NE";14;11;31;3;104;3;16;56;32;89;80;96;266;90;23;337;420;77;254;518;84;37;201;53;66;74;5;3040
"E50   Defic de vitamina A";-;-;-;-;1;-;-;1;2;-;1;-;-;-;-;-;3;-;-;1;1;1;-;-;-;-;-;11
"E51   Defic de tiamina";2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6;6;-;1;6;2;-;5;-;1;2;-;32
"E52   Defic de niacina";-;-;-;-;-;-;-;-;-;1;2;1;1;3;1;3;2;1;1;-;-;-;1;-;-;-;-;17
"E53   Defic de outr vitaminas do grupo B";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;2
"E54   Defic de acido ascorbico";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2;-;-;-;-;-;1;-;6
"E55   Defic de vitamina D";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;2;-;-;-;-;7
"E56   Outr defic vitaminicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;3
"E61   Defic de outr elementos nutrientes";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;1;-;-;-;1;-;8
"E63   Outr defic nutricionais";-;-;2;-;-;1;-;-;-;2;1;1;1;-;-;-;3;-;3;4;2;-;1;-;-;-;-;21
"E64   Sequelas desnutric e outr defic nutricionais";-;-;-;-;2;-;1;3;2;8;3;1;-;-;-;6;8;-;-;15;4;3;5;1;-;2;1;65
"E65   Adiposidade localizada";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E66   Obesidade";20;6;32;2;34;6;11;44;26;60;38;76;264;42;29;122;332;68;306;736;242;108;300;42;55;118;29;3148
"E67   Outr form de hiperalimentacao";-;-;-;-;-;-;-;-;1;-;3;-;1;-;-;-;4;-;1;1;1;-;-;-;-;-;-;12
"E68   Sequelas de hiperalimentacao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;3
"E70   Disturbios metabolism aminoacidos aromaticos";-;-;-;-;1;-;-;1;-;1;1;2;-;3;-;2;1;-;3;2;1;-;2;-;-;-;-;20
"E71   Dist metab aminoacidos cad ramif e acid grax";2;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;3;2;2;1;-;1;-;1;15
"E72   Outr disturbios metabolismo de aminoacidos";-;-;1;-;3;-;1;-;1;-;1;2;3;2;-;5;7;2;12;16;2;1;4;1;1;2;-;67
"E73   Intolerancia a lactose";-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;1;-;-;-;-;-;7
"E74   Outr disturbios do metabolismo carboidratos";-;-;1;-;1;-;-;-;-;4;1;1;2;-;1;1;6;1;-;8;-;2;2;-;-;-;-;31
"E75   Disturb metab esfingolip e outr depos lipid";1;-;-;-;1;-;1;1;5;4;-;3;1;1;2;4;12;-;3;26;5;2;3;-;2;3;-;80
"E76   Disturbios metabolismo do glicosaminoglicano";1;-;1;-;-;-;-;-;1;3;-;1;3;1;1;4;5;-;1;6;4;1;3;-;1;1;1;39
"E77   Disturbios do metabolismo de glicoproteinas";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;5;-;-;-;-;-;1;1;11
"E78   Disturbios metab lipoproteinas e out lipidem";14;1;11;-;19;1;11;68;45;45;34;23;58;28;22;116;171;16;88;350;129;100;122;32;29;97;24;1654
"E79   Disturbios metabolismo purina e pirimidina";1;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;2;-;4;1;-;2;2;-;-;-;1;16
"E80   Disturbios metab porfirina e bilirrubina";1;-;2;-;-;-;-;1;-;1;-;-;1;1;-;3;2;1;4;3;-;-;-;-;-;-;-;20
"E83   Disturbios do metabolismo de minerais";1;1;1;-;3;1;2;1;6;5;6;5;5;-;2;8;20;2;23;58;9;2;8;1;5;2;4;181
"E84   Fibrose cistica";-;-;5;2;15;1;1;4;4;11;2;2;6;2;1;17;25;10;16;61;14;14;19;2;2;10;2;248
"E85   Amiloidose";-;-;-;-;1;-;-;3;5;5;5;1;8;2;1;12;22;2;14;37;13;6;16;2;3;2;6;166
"E86   Deplecao de volume";3;1;14;3;34;3;6;21;36;36;17;18;57;8;6;129;177;14;236;354;45;11;30;29;13;30;3;1334
"E87   Outr transt equil hidroeletr e acido-basic";14;10;22;8;141;7;5;58;43;114;39;74;100;30;23;164;232;16;332;401;84;29;41;35;40;47;9;2118
"E88   Outr disturbios metabolicos";4;3;3;-;18;-;1;13;6;25;31;11;48;49;5;24;54;8;56;155;26;8;14;3;7;18;6;596
"F01   Demencia vascular";-;-;-;1;2;-;-;1;2;40;8;6;7;2;3;19;72;-;40;152;8;14;2;-;2;3;29;413
"F03   Demencia NE";12;1;1;2;37;1;3;29;15;337;53;31;56;21;34;113;620;3;370;1290;19;71;3;-;21;26;100;3269
"F05   Delirium nao induz alcool outr subst psicoat";-;-;-;-;2;-;-;1;-;3;-;3;9;-;-;5;14;-;2;21;3;1;-;-;1;2;1;68
"F06   Outr transt ment lesao disf cereb doenc fis";1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;3;-;4;1;-;-;-;-;-;-;-;11
"F07   Transt pers comport dev doen lesao disf cer";-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
