Categoria CID-10;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
D86   Sarcoidose;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2
E00   Sindr de defic congen de iodo;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
E03   Outr hipotireoidismos;1;-;-;-;-;-;-;-;-;1;-;-;1;-;1;2;-;-;1;-;1;-;-;-;-;-;1;9
E04   Outr bocios nao-toxicos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
E05   Tireotoxicose;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;-;1;-;-;-;-;-;-;-;5
E10   Diabetes mellitus insulino-dependente;-;-;2;-;5;-;-;3;5;3;1;2;3;1;1;9;6;1;9;9;3;1;2;-;1;4;-;71
E11   Diabetes mellitus nao-insulino-dependemte;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;3;-;-;2;-;-;-;-;8
E12   Diabetes mellitus relac c/a desnutr;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;2
E13   Outr tipos espec de diabetes mellitus;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;3
E14   Diabetes mellitus NE;1;1;-;-;6;1;1;11;6;3;1;1;4;6;-;7;5;1;16;10;2;1;-;1;-;7;1;93
E15   Coma hipoglicemico nao-diabetico;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
E16   Outr transt da secrecao pancreatica interna;-;-;1;-;-;-;-;1;2;-;-;-;-;-;-;2;1;-;1;1;-;1;-;-;-;-;-;10
E23   Hipofuncao e outr transt da hipofise;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;1;-;-;-;-;-;4
E24   Sindr de Cushing;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
E25   Transt adrenogenitais;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;2;-;-;-;-;-;5
E26   Hiperaldosteronismo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
E27   Outr transt da gland supra-renal;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;3
E32   Doenc do timo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
E34   Outr transt endocrinos;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
E41   Marasmo nutricional;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;4
E42   Kwashiorkor marasmatico;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;4
E43   Desnutric proteico-calorica grave NE;-;8;17;5;12;2;-;3;3;3;-;1;5;-;1;10;6;-;4;4;1;3;3;-;2;2;-;95
E44   Desnutric proteico-calorica grau moder leve;-;-;1;-;1;1;-;9;-;1;-;2;-;1;-;1;1;-;-;1;-;-;-;1;1;2;-;23
E45   Atraso desenv dev desnutric proteico-caloric;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
E46   Desnutric proteico-calorica NE;-;4;7;2;10;-;-;8;4;3;-;5;6;4;1;15;5;2;7;8;1;1;3;2;3;3;1;105
E56   Outr defic vitaminicas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
E61   Defic de outr elementos nutrientes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
E63   Outr defic nutricionais;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
E64   Sequelas desnutric e outr defic nutricionais;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
E66   Obesidade;-;1;-;-;1;1;-;-;-;-;-;1;4;-;-;-;2;-;2;2;4;-;-;-;-;2;-;20
E67   Outr form de hiperalimentacao;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
E70   Disturbios metabolism aminoacidos aromaticos;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;4
E71   Dist metab aminoacidos cad ramif e acid grax;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;-;1;2;-;-;1;-;-;-;1;10
E72   Outr disturbios metabolismo de aminoacidos;-;-;-;-;-;-;-;1;-;-;2;-;-;-;1;-;-;1;2;6;-;-;2;-;-;1;1;17
E74   Outr disturbios do metabolismo carboidratos;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;1;1;1;1;2;-;-;-;-;-;1;1;11
E75   Disturb metab esfingolip e outr depos lipid;-;1;-;-;2;-;-;-;1;2;-;-;2;-;-;2;7;1;3;11;-;1;-;-;1;1;1;36
E76   Disturbios metabolismo do glicosaminoglicano;-;-;-;-;1;-;-;-;1;2;-;-;1;-;-;1;4;-;-;3;3;-;1;-;-;-;-;17
E77   Disturbios do metabolismo de glicoproteinas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;3
E78   Disturbios metab lipoproteinas e out lipidem;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
E79   Disturbios metabolismo purina e pirimidina;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
E80   Disturbios metab porfirina e bilirrubina;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;5
E83   Disturbios do metabolismo de minerais;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;3;1;-;-;2;-;1;-;-;-;-;-;10
E84   Fibrose cistica;1;-;1;-;3;-;2;-;2;6;-;3;4;3;1;1;7;2;3;5;3;6;3;-;-;2;-;58
E86   Deplecao de volume;-;-;3;-;2;-;1;1;1;1;-;1;6;-;-;-;3;-;3;2;2;3;-;2;1;-;-;32
E87   Outr transt equil hidroeletr e acido-basic;1;-;6;-;5;1;-;4;-;4;3;4;2;1;-;4;3;-;3;7;2;3;2;-;3;-;-;58
E88   Outr disturbios metabolicos;1;-;1;-;-;-;1;-;-;1;1;3;2;2;1;3;4;-;2;8;2;2;1;1;1;1;-;38
F10   Transt mentais comport dev uso alcool;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;3;-;2;2;-;-;-;-;-;-;-;10
F12   Transt mentais comport dev uso canabinoides;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;1;-;4
F14   Transt mentais e comport dev uso da cocaina;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;1;-;-;-;-;-;-;5
F15   Transt ment comp uso outr estim incl cafeina;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
F18   Transt mentais comport dev uso solv volateis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;4
F19   Transt ment comp mult drog out subst psicoat;-;-;-;-;1;-;-;1;-;-;-;-;3;-;-;-;3;-;6;10;-;1;5;-;-;-;-;30
F20   Esquizofrenia;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
F23   Transt psicoticos agudos e transitorios;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
F31   Transt afetivo bipolar;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
F32   Episodios depressivos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;3
F42   Transt obsessivo-compulsivo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
F44   Transt dissociativos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
F50   Transt da alimentacao;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
F71   Retardo mental moderado;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
F72   Retardo mental grave;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
F79   Retardo mental NE;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;1;-;-;-;-;5
F84   Transt globais do desenvolv;-;-;-;-;-;-;-;2;1;3;-;1;-;-;1;1;2;1;1;1;1;-;1;-;-;1;-;17
F89   Transt do desenvolv psicologico NE;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
F99   Transt mental NE em outr parte;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;3
G00   Meningite bacter NCOP;3;2;2;-;9;1;1;5;-;1;1;3;4;1;2;3;6;1;9;28;6;1;3;1;4;5;1;103
G03   Meningite dev outr causas e a causas NE;-;-;1;-;2;-;-;4;2;4;-;-;2;-;1;7;9;2;4;8;1;-;2;-;-;2;1;52
G04   Encefalite mielite e encefalomielite;1;-;2;-;3;1;1;6;6;9;-;3;3;3;3;7;4;-;12;11;3;2;2;-;1;2;1;86
G06   Abscesso granuloma intracran intra-raquid;-;-;-;-;1;-;-;1;-;1;-;-;1;-;3;3;1;-;2;1;-;-;-;1;-;-;-;15
G08   Flebite tromboflebite intracran intra-raquid;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;1;-;4
G09   Sequelas doenc inflam sist nerv centr;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;4;1;1;2;-;-;2;-;14
G10   Doenc de Huntington;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
G11   Ataxia hereditaria;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;1;-;-;-;-;-;2;-;-;-;-;6
G12   Atrofia muscular espinal e sindr correlatas;-;-;-;-;2;-;2;1;5;3;-;-;7;2;-;6;8;2;-;7;-;1;2;2;-;3;1;54
G21   Parkinsonismo secund;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
G23   Outr doenc degenerativas dos ganglios base;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;2
G24   Distonia;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
G25   Outr doenc extrapiramidais transt movimentos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
G31   Outr doenc degenerativas sist nervoso NCOP;-;-;-;-;2;-;-;1;-;2;-;-;2;-;1;1;2;-;2;2;1;1;-;-;1;-;-;18
G35   Esclerose mult;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
G36   Outr desmielinizacoes disseminadas agudas;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;3
G37   Outr doenc desmielinizantes sist nerv centr;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;1;-;-;2;-;-;-;-;-;-;-;7
G40   Epilepsia;2;2;4;-;8;3;6;9;9;14;3;6;20;7;4;19;21;7;13;44;20;9;14;4;13;8;11;280
G41   Estado de mal epileptico;-;-;1;-;2;-;-;-;3;2;1;-;3;1;-;3;7;3;5;16;3;2;2;-;-;-;1;55
G44   Outr sindr de algias cefalicas;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
G47   Disturbios do sono;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
G58   Outr mononeuropatias;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;2;3;1;-;-;-;-;-;-;-;8
G60   Neuropatia hereditaria e idiopatica;-;-;3;-;4;-;-;-;1;1;-;-;-;-;1;2;1;1;2;3;1;-;-;-;1;-;-;21
G61   Polineuropatia inflam;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;2;3;-;-;-;-;1;1;-;10
G62   Outr polineuropatias;-;1;6;-;5;-;-;-;3;3;-;6;-;1;2;7;1;-;3;1;1;-;-;-;8;-;-;48
G70   Miastenia gravis outr transt neuromusculares;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
G71   Transt prim dos musculos;2;1;-;-;3;-;1;2;2;5;-;1;3;-;-;4;11;2;6;23;8;4;4;1;2;4;2;91
G72   Outr miopatias;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;4
G80   Paralisia cerebral;2;2;15;1;32;1;6;28;13;20;6;13;35;5;7;46;65;13;28;79;41;15;27;13;5;11;4;533
G81   Hemiplegia;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
G82   Paraplegia e tetraplegia;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;3
G83   Outr sindr paraliticas;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
G90   Transt do sist nervoso autonomo;-;-;1;-;6;-;1;1;-;1;-;-;1;-;-;-;1;-;1;1;1;-;-;-;-;-;-;15
G91   Hidrocefalia;1;2;1;1;17;3;1;12;12;7;3;11;8;4;4;27;23;-;16;40;10;8;3;3;3;14;2;236
G92   Encefalopatia toxica;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
G93   Outr transt do encefalo;1;3;8;3;15;2;6;15;7;23;3;6;17;6;2;22;21;6;33;57;11;7;6;4;3;11;9;307
G95   Outr doenc da medula espinal;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;3
G96   Outr transt do sist nervoso central;-;-;-;-;1;-;1;-;-;-;1;-;1;-;1;-;2;-;1;-;-;-;-;-;1;1;-;10
G98   Outr transt do sist nervoso NCOP;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;3
H05   Transt da orbita;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
H35   Outr transt da retina;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
H65   Otite media nao-supurativa;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;2
H66   Otite media supurativa e as NE;1;-;1;2;-;-;1;1;-;2;1;-;1;-;1;1;2;1;2;1;-;-;-;-;1;-;-;19
H70   Mastoidite e afeccoes correlatas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;3
I00   Febre reumatica s/mencao de compr do coracao;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
I01   Febre reumatica c/compr do coracao;-;-;-;-;1;1;-;-;-;-;-;-;1;3;-;3;-;-;-;2;-;-;-;-;-;-;-;11
I05   Doenc reumaticas da valva mitral;-;-;-;-;1;-;-;3;-;-;1;1;-;1;-;-;2;-;1;-;2;-;1;-;1;-;1;15
I06   Doenc reumaticas da valva aortica;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
I07   Doenc reumaticas da valva tricuspide;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
I08   Doenc de mult valvas;-;-;-;-;1;-;1;-;1;-;-;-;-;1;-;1;-;-;1;1;1;-;-;1;-;-;-;9
I09   Outr doenc reumaticas do coracao;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;-;5;-;-;-;-;-;1;-;-;10
I10   Hipertensao essencial;-;-;-;-;1;-;-;-;-;-;-;1;3;1;1;3;1;-;3;4;-;-;-;-;-;-;-;18
I11   Doenc cardiaca hipertensiva;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;1;2;-;-;-;-;1;-;-;7
I12   Doenc renal hipertensiva;-;-;1;-;1;-;-;2;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;7
I13   Doenc cardiaca e renal hipertensiva;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;3
I20   Angina pectoris;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
I21   Infarto agudo do miocardio;1;-;3;-;6;-;1;5;5;4;3;4;-;1;-;3;4;1;12;60;1;-;-;4;2;1;-;121
I24   Outr doenc isquemicas agudas do coracao;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;3
I25   Doenc isquemica cronica do coracao;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;1;-;5;12;-;-;-;-;-;-;-;21
I26   Embolia pulmonar;-;-;1;-;4;-;-;-;-;2;1;2;1;1;-;-;2;-;4;12;1;2;-;1;-;1;-;35
I27   Outr form de doenc cardiaca pulmonar;-;1;1;-;6;1;-;4;2;6;-;3;2;2;2;4;5;-;10;11;2;2;2;-;2;3;-;71
I28   Outr doenc dos vasos pulmonares;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2
I30   Pericardite aguda;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;-;-;1;-;-;-;-;-;1;-;7
I31   Outr doenc do pericardio;-;-;1;-;-;1;-;1;-;1;-;-;-;-;-;1;2;1;3;3;-;1;1;1;-;-;-;17
I33   Endocardite aguda e subaguda;1;-;-;-;-;-;-;1;-;-;-;-;2;-;-;2;2;1;3;7;1;-;1;-;-;-;-;21
I34   Transt nao-reumaticos da valva mitral;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;2;-;-;-;-;-;1;-;6
I35   Transt nao-reumaticos da valva aortica;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;1;3;-;-;1;-;-;-;-;8
I37   Transt da valva pulmonar;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;3
I38   Endocardite de valva NE;1;-;1;-;1;-;-;-;-;1;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;2;-;10
I40   Miocardite aguda;-;-;-;-;-;-;2;1;-;-;-;-;2;-;-;3;4;-;3;10;3;2;1;-;-;-;1;32
I42   Cardiomiopatias;-;1;2;-;9;2;3;9;4;14;2;7;15;5;-;16;11;2;23;56;7;7;6;2;2;6;3;214
I44   Bloqueio atrioventricular e do ramo esquerdo;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;1;2;-;-;-;-;-;-;-;6
I45   Outr transt de conducao;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
I46   Parada cardiaca;-;-;-;-;3;-;-;-;-;3;2;1;-;-;-;-;2;-;3;1;1;2;-;1;-;1;-;20
I47   Taquicardia paroxistica;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;1;1;-;1;1;-;-;8
I48   Flutter e fibrilacao atrial;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3
I49   Outr arritmias cardiacas;-;1;-;-;1;-;1;5;1;-;1;1;1;-;-;2;2;-;5;8;1;1;1;-;-;-;-;32
I50   Insuf cardiaca;-;-;3;2;6;-;2;6;3;2;1;2;1;5;1;8;8;1;2;12;4;-;2;3;3;2;-;79
I51   Complic cardiopatias doenc cardiacas mal def;-;1;-;-;9;-;3;10;2;3;1;-;-;-;-;8;13;1;11;23;4;2;5;-;4;2;2;104
I60   Hemorragia subaracnoide;1;-;5;-;2;-;1;1;2;3;-;1;6;2;-;3;1;1;4;12;1;-;4;-;1;9;1;61
I61   Hemorragia intracerebral;-;-;3;1;9;1;-;4;1;2;2;2;5;4;2;8;5;-;5;23;7;2;4;4;3;-;1;98
I62   Outr hemorragias intracranianas nao-traum;1;-;-;-;2;-;1;1;-;1;1;-;1;-;-;2;4;-;4;5;2;1;-;1;2;2;1;32
I63   Infarto cerebral;-;-;-;1;-;1;-;-;-;1;-;-;1;-;-;1;2;-;-;5;2;-;-;1;1;-;1;17
I64   Acid vasc cerebr NE como hemorrag isquemico;-;-;-;-;1;-;-;3;2;2;-;-;1;-;-;5;4;1;2;7;-;-;1;-;-;2;-;31
I67   Outr doenc cerebrovasculares;-;1;1;-;2;-;1;3;1;2;-;3;-;-;2;1;5;1;3;4;2;1;-;2;1;1;-;37
I69   Sequelas de doenc cerebrovasculares;1;-;-;-;2;1;-;3;-;1;-;-;-;-;-;-;1;-;-;7;2;1;-;-;-;1;2;22
I71   Aneurisma e disseccao da aorta;-;-;-;-;2;-;-;-;-;3;-;-;-;-;-;-;1;-;1;3;1;-;-;-;1;-;-;12
I72   Outr aneurismas;-;-;-;-;-;-;-;2;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5
I73   Outr doenc vasculares perifericas;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;4
I74   Embolia e trombose arteriais;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;1;-;-;-;4
I77   Outr afeccoes das arterias e arteriolas;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2;-;-;-;-;-;-;5
I80   Flebite e tromboflebite;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;1;1;1;-;-;-;1;-;-;7
I82   Outr embolia e trombose venosas;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;1;-;9
I85   Varizes esofagianas;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;4
I86   Varizes de outr localiz;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
I88   Linfadenite inespecifica;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
I89   Outr transt nao-infecc vasos linf gangl linf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;3
I95   Hipotensao;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
I99   Outr transt do aparelho circulatorio e os NE;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
J00   Nasofaringite aguda;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
J01   Sinusite aguda;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;-;-;-;-;-;4
J02   Faringite aguda;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
J03   Amigdalite aguda;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;4
J04   Laringite e traqueite agudas;-;-;1;-;3;-;-;-;1;-;-;-;1;-;-;1;-;1;1;3;-;-;-;-;-;-;-;12
J05   Laringite obstrutiva aguda e epiglotite;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
J06   Infecc agudas vias aereas super loc mult NE;-;-;1;-;3;-;-;1;-;1;-;-;1;-;1;-;-;1;1;-;-;-;-;-;-;-;-;10
J09   Influenza A (H1N1);-;-;-;-;1;2;1;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;7
J10   Influenza dev outro virus influenza ident;-;-;-;-;1;-;-;-;-;1;1;-;1;-;-;-;-;-;2;3;1;-;1;-;-;-;1;12
J11   Influenza dev virus nao identificado;-;3;5;-;4;-;1;9;1;4;-;-;1;-;2;1;1;-;-;7;1;2;1;-;-;1;-;44
J12   Pneumonia viral NCOP;1;1;-;1;5;-;1;5;1;3;-;-;-;1;-;2;1;-;2;3;2;1;2;5;-;1;-;38
J13   Pneumonia dev Streptococcus pneumoniae;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
J15   Pneumonia bacter NCOP;4;2;16;3;29;-;1;21;10;22;4;7;4;3;3;15;16;5;18;34;5;9;7;11;10;8;2;269
J16   Pneumonia dev out microorg infecc espec NCOP;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
J18   Pneumonia p/microorg NE;11;17;41;13;103;13;2;54;19;36;8;31;26;17;14;58;41;9;100;110;17;7;20;16;16;23;7;829
J20   Bronquite aguda;-;-;1;-;1;-;-;-;2;-;-;-;-;-;1;-;1;-;-;2;2;-;1;-;-;1;-;12
J21   Bronquiolite aguda;1;-;4;-;3;-;1;2;2;1;-;2;3;-;1;6;7;-;17;15;1;-;7;-;1;1;1;76
J22   Infecc agudas NE das vias aereas infer;-;-;-;-;1;-;-;-;1;2;-;-;1;-;1;5;-;-;1;1;-;1;-;-;1;-;-;15
J32   Sinusite cronica;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;3
J34   Outr transt do nariz e dos seios paranasais;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
J35   Doenc cronicas das amigdalas e das adenoides;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;-;-;-;-;-;5
J36   Abscesso periamigdaliano;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;2;-;-;-;4
J38   Doenc das cordas vocais e da laringe NCOP;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;1;1;-;1;1;-;-;-;-;-;-;1;8
J39   Outr doenc das vias aereas super;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;3;-;2;3;-;1;-;-;-;-;3;15
J40   Bronquite NE como aguda ou cronica;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
