Categoria CID-10;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
D69   Purpura e outr afeccoes hemorragicas;-;1;1;1;5;1;-;4;-;3;-;1;12;1;2;5;1;1;4;6;2;2;-;1;1;1;-;56
D70   Agranulocitose;1;-;-;-;1;-;1;-;1;2;-;-;1;-;-;2;6;-;-;6;3;1;-;-;-;-;-;25
D71   Transt func neutrofilos polimorfonucleares;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;4
D72   Outr transt dos globulos brancos;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
D73   Doenc do baco;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;-;-;-;-;-;-;-;4
D74   Metemoglobinemia;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
D75   Outr doenc sangue e orgaos hematopoeticos;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;1;-;2;2;1;1;-;-;-;-;-;10
D76   Alg doenc q env tec linforr e sist reticuloh;-;1;-;-;-;-;-;-;-;2;1;1;4;-;-;4;2;1;6;9;1;1;1;-;1;-;1;36
D80   Imunodefic c/predom defeitos anticorpos;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;-;-;-;5
D81   Defic imunitarias combinadas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;2;1;1;-;-;1;-;-;9
D82   Imunodeficiencia assoc c/outr defeitos major;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;-;-;1;5
D83   Imunodeficiencia comum variavel;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
D84   Outr imunodeficiencias;-;-;1;-;2;-;-;1;-;6;1;1;1;1;-;2;2;-;5;8;1;-;-;-;-;1;1;34
D86   Sarcoidose;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
D89   Outr transt q comprom mecanismo imunit NCOP;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
E00   Sindr de defic congen de iodo;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
E03   Outr hipotireoidismos;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;1;-;-;-;-;2;-;-;7
E04   Outr bocios nao-toxicos;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
E05   Tireotoxicose;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;6
E10   Diabetes mellitus insulino-dependente;-;-;1;-;2;-;1;3;4;2;2;3;7;3;3;6;2;1;3;8;4;1;2;-;-;3;2;63
E11   Diabetes mellitus nao-insulino-dependemte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1;-;2;1;1;-;-;1;-;9
E12   Diabetes mellitus relac c/a desnutr;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
E13   Outr tipos espec de diabetes mellitus;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;3
E14   Diabetes mellitus NE;-;-;-;1;5;-;1;5;4;3;-;3;5;2;-;7;8;-;11;14;4;2;-;-;4;1;-;80
E15   Coma hipoglicemico nao-diabetico;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
E16   Outr transt da secrecao pancreatica interna;1;2;2;-;2;-;-;-;-;1;-;-;-;-;-;1;2;1;-;1;-;-;1;-;-;-;-;14
E23   Hipofuncao e outr transt da hipofise;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;-;1;5
E25   Transt adrenogenitais;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;3
E27   Outr transt da gland supra-renal;-;-;-;-;1;-;-;-;-;1;-;-;1;1;-;1;1;-;1;-;-;-;-;1;-;-;-;8
E28   Disfuncao ovariana;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
E34   Outr transt endocrinos;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;4
E40   Kwashiorkor;-;-;1;1;1;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;6
E41   Marasmo nutricional;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;1;1;-;-;1;-;-;-;8
E42   Kwashiorkor marasmatico;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
E43   Desnutric proteico-calorica grave NE;1;6;17;15;8;1;3;13;3;6;2;8;7;2;1;13;4;1;5;5;1;3;7;1;-;5;2;140
E44   Desnutric proteico-calorica grau moder leve;-;5;2;-;2;-;-;4;-;1;-;1;-;-;-;2;-;-;-;3;-;-;-;-;1;-;-;21
E45   Atraso desenv dev desnutric proteico-caloric;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
E46   Desnutric proteico-calorica NE;1;5;9;3;8;2;-;8;5;6;2;2;6;9;1;12;10;3;4;7;-;2;1;4;5;1;1;117
E55   Defic de vitamina D;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;3
E61   Defic de outr elementos nutrientes;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
E63   Outr defic nutricionais;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
E64   Sequelas desnutric e outr defic nutricionais;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
E66   Obesidade;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2;-;2;2;1;-;1;-;1;-;-;12
E70   Disturbios metabolism aminoacidos aromaticos;-;-;-;-;-;-;-;1;-;-;1;1;1;1;-;-;-;-;1;2;1;-;1;-;-;-;-;10
E71   Dist metab aminoacidos cad ramif e acid grax;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;3;2;1;1;-;-;-;1;11
E72   Outr disturbios metabolismo de aminoacidos;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;2;1;2;3;9;-;-;1;-;-;-;-;21
E73   Intolerancia a lactose;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5
E74   Outr disturbios do metabolismo carboidratos;-;-;-;-;1;-;-;-;-;3;1;-;1;-;-;1;2;-;-;5;-;-;-;-;-;-;-;14
E75   Disturb metab esfingolip e outr depos lipid;-;-;-;-;1;-;1;1;-;2;-;3;-;1;1;4;5;-;1;19;4;2;3;-;1;-;-;49
E76   Disturbios metabolismo do glicosaminoglicano;-;-;1;-;-;-;-;-;-;3;-;-;2;-;1;3;4;-;-;2;2;1;1;-;1;-;2;23
E77   Disturbios do metabolismo de glicoproteinas;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;4
E78   Disturbios metab lipoproteinas e out lipidem;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;5
E80   Disturbios metab porfirina e bilirrubina;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
E83   Disturbios do metabolismo de minerais;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;1;1;1;4;1;-;-;-;1;-;-;12
E84   Fibrose cistica;-;-;1;1;1;-;-;2;2;7;-;1;3;2;-;3;5;4;1;18;4;4;6;-;-;2;-;67
E85   Amiloidose;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
E86   Deplecao de volume;-;1;3;-;11;1;-;5;3;-;1;-;-;3;-;5;5;-;7;4;1;-;-;3;1;1;-;55
E87   Outr transt equil hidroeletr e acido-basic;3;5;2;1;5;-;2;3;2;6;2;3;1;1;4;7;3;1;4;9;-;-;-;5;7;3;1;80
E88   Outr disturbios metabolicos;-;2;-;-;2;-;-;3;-;3;-;-;1;-;-;2;10;-;5;9;1;-;-;-;1;2;1;42
F10   Transt mentais comport dev uso alcool;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;2;2;1;-;-;-;-;-;1;8
F12   Transt mentais comport dev uso canabinoides;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2
F14   Transt mentais e comport dev uso da cocaina;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;4
F16   Transt mentais comport dev uso alucinogenos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;5
F19   Transt ment comp mult drog out subst psicoat;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;6;-;5;6;-;1;1;-;-;-;-;21
F20   Esquizofrenia;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;3
F25   Transt esquizoafetivos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
F29   Psicose nao-organica NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
F32   Episodios depressivos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;3
F41   Outr transt ansiosos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
F44   Transt dissociativos;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
F50   Transt da alimentacao;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
F70   Retardo mental leve;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
F73   Retardo mental profundo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
F79   Retardo mental NE;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
F83   Transt especificos misto do desenvolv;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
F84   Transt globais do desenvolv;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;1;-;1;1;-;-;-;-;6
F89   Transt do desenvolv psicologico NE;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
F99   Transt mental NE em outr parte;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
G00   Meningite bacter NCOP;-;2;3;2;10;2;2;7;-;5;-;1;8;1;-;14;13;2;12;45;10;8;12;1;4;5;3;172
G03   Meningite dev outr causas e a causas NE;1;-;2;-;5;2;-;4;1;1;1;2;2;3;-;4;3;1;5;14;2;-;-;3;1;3;-;60
G04   Encefalite mielite e encefalomielite;2;-;2;-;7;-;-;8;4;5;2;1;6;1;1;6;6;-;10;12;2;1;5;2;1;4;-;88
G06   Abscesso granuloma intracran intra-raquid;-;-;-;-;-;-;-;1;1;2;-;1;1;1;1;1;-;1;1;1;1;1;-;-;-;-;1;15
G08   Flebite tromboflebite intracran intra-raquid;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;3
G09   Sequelas doenc inflam sist nerv centr;-;-;-;-;-;-;1;-;1;1;-;-;-;1;-;1;1;3;-;2;-;1;2;-;-;2;-;16
G10   Doenc de Huntington;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
G11   Ataxia hereditaria;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
G12   Atrofia muscular espinal e sindr correlatas;-;-;2;-;-;-;-;2;2;4;1;3;4;4;1;2;5;-;5;16;4;1;2;1;1;2;1;63
G21   Parkinsonismo secund;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;3
G23   Outr doenc degenerativas dos ganglios base;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;-;-;-;-;-;5
G24   Distonia;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;-;-;-;-;-;4
G25   Outr doenc extrapiramidais transt movimentos;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
G31   Outr doenc degenerativas sist nervoso NCOP;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;3;3;1;1;2;-;1;3;-;-;-;-;17
G37   Outr doenc desmielinizantes sist nerv centr;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;2;-;-;3;-;-;-;-;1;1;1;11
G40   Epilepsia;3;-;12;2;21;1;3;7;5;22;4;3;8;7;4;17;28;4;15;58;25;8;25;1;3;9;4;299
G41   Estado de mal epileptico;-;1;-;-;3;-;1;-;2;6;-;-;3;-;1;5;4;-;4;7;3;2;4;-;-;-;1;47
G47   Disturbios do sono;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2
G58   Outr mononeuropatias;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;2;1;-;-;-;-;-;-;-;6
G60   Neuropatia hereditaria e idiopatica;-;-;1;3;5;-;1;-;-;-;-;1;1;1;-;3;2;3;2;3;2;-;-;-;2;-;-;30
G61   Polineuropatia inflam;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;1;1;1;-;1;-;-;3;-;11
G62   Outr polineuropatias;-;2;9;-;10;1;1;2;5;3;-;6;-;2;2;2;1;4;13;7;1;1;-;-;1;1;-;74
G64   Outr transt do sist nervoso periferico;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
G70   Miastenia gravis outr transt neuromusculares;-;-;2;-;-;-;-;-;-;2;-;-;1;-;2;1;2;-;-;-;-;-;-;-;-;-;-;10
G71   Transt prim dos musculos;1;-;1;1;2;-;-;3;-;4;1;2;10;4;1;9;18;2;5;27;12;3;8;1;4;3;1;123
G72   Outr miopatias;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
G80   Paralisia cerebral;6;6;11;3;31;4;10;32;21;38;13;22;23;17;13;55;98;11;45;138;35;26;16;12;16;14;14;730
G82   Paraplegia e tetraplegia;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;1;-;-;1;1;-;1;-;-;-;-;1;8
G83   Outr sindr paraliticas;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
G90   Transt do sist nervoso autonomo;-;-;-;1;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;8
G91   Hidrocefalia;2;3;-;6;15;5;3;17;8;21;3;11;4;8;3;27;19;5;26;50;8;4;6;7;4;15;2;282
G92   Encefalopatia toxica;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
G93   Outr transt do encefalo;3;4;7;6;11;3;2;15;3;32;8;2;6;8;4;22;21;12;54;107;21;16;11;5;5;22;11;421
G95   Outr doenc da medula espinal;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;1;-;5
G96   Outr transt do sist nervoso central;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;2;-;8
G98   Outr transt do sist nervoso NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;1;-;-;-;-;-;5
H05   Transt da orbita;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
H35   Outr transt da retina;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
H44   Transt do globo ocular;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
H60   Otite externa;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
H65   Otite media nao-supurativa;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
H66   Otite media supurativa e as NE;-;-;-;-;-;1;-;2;-;-;1;-;1;-;-;1;2;2;2;-;1;-;1;-;-;2;-;16
H70   Mastoidite e afeccoes correlatas;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;5
I00   Febre reumatica s/mencao de compr do coracao;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
I01   Febre reumatica c/compr do coracao;-;-;-;1;-;-;-;3;-;2;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;10
I02   Coreia reumatica;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
I05   Doenc reumaticas da valva mitral;-;-;1;-;2;-;-;-;2;1;-;-;-;-;-;2;1;1;-;1;-;-;1;-;-;1;-;13
I06   Doenc reumaticas da valva aortica;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
I07   Doenc reumaticas da valva tricuspide;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;3
I08   Doenc de mult valvas;-;-;1;-;1;1;-;1;-;-;-;-;2;-;1;-;-;1;-;1;-;-;-;1;-;1;-;11
I09   Outr doenc reumaticas do coracao;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;5;1;-;-;1;-;-;-;-;-;-;-;10
I10   Hipertensao essencial;-;-;-;-;3;-;-;3;1;-;1;-;2;-;-;3;1;1;1;2;-;-;1;-;-;-;-;19
I11   Doenc cardiaca hipertensiva;-;-;-;-;1;-;-;1;1;-;2;1;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;9
I12   Doenc renal hipertensiva;-;-;1;-;-;-;-;-;-;1;-;1;-;1;1;1;-;-;-;2;-;-;-;-;-;-;-;8
I13   Doenc cardiaca e renal hipertensiva;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;4
I21   Infarto agudo do miocardio;-;1;1;1;10;-;1;9;4;4;2;4;1;-;-;5;4;-;15;41;2;1;2;-;-;2;-;110
I25   Doenc isquemica cronica do coracao;-;-;1;-;1;-;-;1;-;2;1;-;-;3;-;2;-;-;5;10;-;-;1;-;-;-;-;27
I26   Embolia pulmonar;-;-;-;-;3;-;2;2;-;-;-;-;5;-;-;7;6;-;6;13;3;2;1;-;1;-;-;51
I27   Outr form de doenc cardiaca pulmonar;1;-;-;3;5;2;-;6;2;5;-;1;5;4;-;6;5;1;4;21;3;3;1;2;-;1;3;84
I28   Outr doenc dos vasos pulmonares;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;2
I30   Pericardite aguda;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;3
I31   Outr doenc do pericardio;-;-;1;-;1;-;-;1;-;2;-;-;1;3;-;1;2;-;3;7;-;-;-;1;1;-;-;24
I33   Endocardite aguda e subaguda;1;-;-;-;1;-;1;1;1;1;1;-;1;2;-;2;2;3;2;4;-;-;1;-;-;2;-;26
I34   Transt nao-reumaticos da valva mitral;1;-;-;-;2;3;-;2;1;1;1;-;1;3;1;1;-;-;-;2;-;-;-;1;-;-;-;20
I35   Transt nao-reumaticos da valva aortica;-;-;-;-;-;-;1;2;-;1;-;-;-;1;1;1;1;-;-;3;1;-;-;-;1;-;-;13
I37   Transt da valva pulmonar;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
I38   Endocardite de valva NE;-;1;-;-;-;-;-;-;1;2;-;-;-;1;1;-;1;-;1;3;-;-;-;-;-;-;-;11
I40   Miocardite aguda;-;-;-;-;-;1;-;-;-;2;-;-;-;1;2;-;1;3;2;7;2;-;-;1;-;-;-;22
I42   Cardiomiopatias;3;1;6;5;14;3;1;10;1;15;6;12;12;15;4;15;13;5;30;79;14;9;14;6;2;5;5;305
I45   Outr transt de conducao;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
I46   Parada cardiaca;-;-;-;-;2;-;1;-;1;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;7
I47   Taquicardia paroxistica;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;1;4;3;1;1;-;-;1;-;-;14
I48   Flutter e fibrilacao atrial;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;3
I49   Outr arritmias cardiacas;-;-;-;-;2;-;1;3;-;1;1;-;-;-;-;3;6;1;3;5;3;2;3;-;-;2;2;38
I50   Insuf cardiaca;-;2;1;1;11;1;1;16;9;5;2;2;-;5;2;10;6;2;7;14;4;2;1;1;2;-;-;107
I51   Complic cardiopatias doenc cardiacas mal def;2;3;-;1;6;1;-;6;2;6;2;2;4;4;1;9;10;3;15;17;5;1;-;2;4;2;1;109
I60   Hemorragia subaracnoide;-;-;4;1;3;-;-;5;3;2;3;-;4;3;-;4;5;1;7;19;4;2;1;1;-;2;2;76
I61   Hemorragia intracerebral;1;1;3;4;7;-;1;9;3;9;2;2;11;2;1;8;8;2;9;20;3;2;8;5;3;2;3;129
I62   Outr hemorragias intracranianas nao-traum;-;-;2;-;1;-;-;-;1;-;-;-;-;-;-;2;2;-;5;3;1;-;1;-;-;-;-;18
I63   Infarto cerebral;-;-;-;-;1;-;-;-;-;3;-;-;1;-;-;3;-;-;2;7;4;1;1;-;1;1;-;25
I64   Acid vasc cerebr NE como hemorrag isquemico;-;-;-;-;2;1;1;7;-;1;2;-;1;1;-;4;2;-;3;3;1;1;2;1;1;-;-;34
I67   Outr doenc cerebrovasculares;1;-;-;1;2;-;1;-;4;1;-;2;2;1;1;7;4;-;3;4;-;3;2;-;1;-;-;40
I69   Sequelas de doenc cerebrovasculares;-;-;-;-;3;-;-;3;-;1;1;-;-;-;-;-;6;-;-;2;2;-;3;-;3;1;-;25
I70   Aterosclerose;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
I71   Aneurisma e disseccao da aorta;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;4
I72   Outr aneurismas;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;2;1;-;1;-;-;-;1;1;8
I73   Outr doenc vasculares perifericas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
I74   Embolia e trombose arteriais;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;1;-;-;-;-;4
I77   Outr afeccoes das arterias e arteriolas;-;-;-;-;1;-;-;1;-;-;-;-;2;-;-;-;-;-;-;2;-;-;-;-;-;-;1;7
I78   Doenc dos capilares;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
I80   Flebite e tromboflebite;1;-;-;-;-;-;-;-;-;1;-;-;1;3;-;-;-;-;1;3;-;-;-;-;-;-;-;10
I81   Trombose da veia porta;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;3
I82   Outr embolia e trombose venosas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;4
I83   Varizes dos membros infer;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
I85   Varizes esofagianas;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;2;1;-;-;-;1;-;-;-;7
I89   Outr transt nao-infecc vasos linf gangl linf;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;1;1;-;-;-;-;5
I95   Hipotensao;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
I99   Outr transt do aparelho circulatorio e os NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
J01   Sinusite aguda;-;-;-;-;2;-;-;1;1;-;-;-;-;1;3;-;1;-;-;-;1;-;-;-;-;-;-;10
J02   Faringite aguda;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3
J03   Amigdalite aguda;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;5;-;-;-;-;1;2;-;11
J04   Laringite e traqueite agudas;-;-;-;-;1;-;-;-;-;1;-;-;-;1;2;-;2;-;-;6;-;-;-;-;-;1;-;14
J05   Laringite obstrutiva aguda e epiglotite;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3
J06   Infecc agudas vias aereas super loc mult NE;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;2;1;1;1;1;2;1;-;-;1;1;2;16
J09   Influenza A (H1N1);1;-;3;-;1;1;-;-;1;-;1;-;-;-;-;-;-;1;9;8;4;-;3;3;1;2;3;42
J10   Influenza dev outro virus influenza ident;-;-;1;-;-;-;1;-;-;4;1;-;-;1;-;-;1;-;2;7;1;1;5;-;1;-;-;26
J11   Influenza dev virus nao identificado;1;4;11;-;14;1;1;2;3;7;-;4;1;1;2;5;2;1;2;13;-;1;4;3;1;4;-;88
J12   Pneumonia viral NCOP;1;-;1;5;3;-;2;3;-;2;2;-;1;-;-;-;3;2;2;5;5;1;11;2;1;8;3;63
J13   Pneumonia dev Streptococcus pneumoniae;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;3;-;1;-;-;-;1;-;9
J14   Pneumonia dev Haemophilus infuenzae;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
J15   Pneumonia bacter NCOP;6;16;31;3;48;2;6;30;9;24;10;16;7;7;8;28;28;14;23;52;15;7;10;10;18;6;1;435
