"Categoria CID-10";"RO";"AC";"AM";"RR";"PA";"AP";"TO";"MA";"PI";"CE";"RN";"PB";"PE";"AL";"SE";"BA";"MG";"ES";"RJ";"SP";"PR";"SC";"RS";"MS";"MT";"GO";"DF";"Total"
"I82   Outr embolia e trombose venosas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;1;-;4
"I85   Varizes esofagianas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"I89   Outr transt nao-infecc vasos linf gangl linf";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;4
"J01   Sinusite aguda";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J03   Amigdalite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"J04   Laringite e traqueite agudas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;3;-;-;-;-;-;-;-;6
"J06   Infecc agudas vias aereas super loc mult NE";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;2;-;7
"J09   Influenza A (H1N1)";1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;3;2;-;1;1;-;1;-;12
"J10   Influenza dev outro virus influenza ident";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;2;-;-;3;-;-;-;-;8
"J11   Influenza dev virus nao identificado";1;3;4;-;8;1;-;1;3;3;-;-;-;1;2;2;1;1;2;7;-;-;2;1;-;1;-;44
"J12   Pneumonia viral NCOP";-;-;1;4;-;-;1;-;-;1;1;-;1;-;-;-;2;1;1;4;3;1;5;1;1;4;1;33
"J13   Pneumonia dev Streptococcus pneumoniae";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J15   Pneumonia bacter NCOP";2;7;18;3;24;-;4;17;3;10;6;4;3;2;4;15;10;7;8;18;6;3;1;3;8;2;-;188
"J16   Pneumonia dev out microorg infecc espec NCOP";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"J18   Pneumonia p/microorg NE";4;13;48;14;78;19;4;50;18;33;12;26;38;21;16;48;23;18;77;87;10;14;4;10;19;17;3;724
"J20   Bronquite aguda";-;-;4;2;-;-;-;-;-;-;-;-;1;-;-;2;-;-;1;3;3;-;1;-;-;-;-;17
"J21   Bronquiolite aguda";1;4;18;-;5;-;2;7;2;6;2;1;4;4;4;12;14;6;60;47;5;5;24;2;6;2;1;244
"J22   Infecc agudas NE das vias aereas infer";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;4
"J39   Outr doenc das vias aereas super";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;4
"J40   Bronquite NE como aguda ou cronica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"J43   Enfisema";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J45   Asma";-;-;-;-;1;-;-;1;-;-;-;-;2;-;1;-;-;-;-;2;-;-;-;-;-;-;-;7
"J46   Estado de mal asmatico";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"J47   Bronquectasia";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J60   Pneumoconiose dos mineiros de carvao";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J67   Pneumonite hipersensibilid dev poeiras org";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"J68   Afecc resp dev inal prod quim gas fumac vap";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"J69   Pneumonite dev solidos e liquidos";3;1;10;-;10;1;1;12;6;4;1;2;1;-;-;12;7;-;4;26;-;5;1;-;1;10;1;119
"J70   Afeccoes respirat dev outr agentes externos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
"J80   Sindr do desconforto respirat do adulto";-;-;-;-;1;-;-;-;-;5;-;-;-;1;-;-;1;-;1;2;1;1;-;-;-;2;-;15
"J81   Edema pulmonar NE de outr form";-;-;-;-;2;1;-;1;-;1;-;1;-;-;-;1;-;-;2;12;-;2;-;-;-;-;2;25
"J84   Outr doenc pulmonares intersticiais";-;-;-;-;2;-;-;1;1;-;1;-;1;2;-;-;-;1;-;8;-;-;2;1;-;3;2;25
"J85   Abscesso do pulmao e do mediastino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"J86   Piotorax";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;1;-;1;-;-;-;-;-;2;-;7
"J90   Derrame pleural NCOP";-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;1;-;-;6
"J93   Pneumotorax";2;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;7
"J94   Outr afeccoes pleurais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"J96   Insuf respirat NCOP";-;1;2;1;11;1;-;7;2;1;-;1;-;-;2;6;3;-;3;7;2;1;1;1;3;2;-;58
"J98   Outr transt respirat";-;3;1;-;1;-;-;-;3;2;-;1;3;1;1;2;2;1;6;12;-;2;2;-;-;3;1;47
"K12   Estomatite e lesoes correlatas";-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"K21   Doenc de refluxo gastroesofagico";-;2;-;-;-;1;-;-;-;-;-;-;2;1;1;2;3;3;1;4;4;-;1;2;-;2;1;30
"K22   Outr doenc do esofago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"K26   Ulcera duodenal";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"K27   Ulcera peptica de localiz NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"K31   Outr doenc do estomago e do duodeno";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;1;-;-;-;-;-;-;-;5
"K35   Apendicite aguda";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"K40   Hernia inguinal";-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;1;1;-;2;3;-;-;-;-;3;-;-;14
"K42   Hernia umbilical";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;3
"K44   Hernia diafragmatica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;1;-;-;4
"K45   Outr hernias abdominais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"K46   Hernia abdominal NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"K51   Colite ulcerativa";-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;1;-;1;1;-;-;-;-;-;-;-;6
"K52   Outr gastroenterites e colites nao-infecc";-;2;-;-;-;1;1;1;-;2;-;-;2;-;-;-;-;-;-;3;2;-;-;-;-;1;-;15
"K55   Transt vasculares do intestino";-;-;8;-;1;-;1;1;-;3;-;-;-;-;1;1;-;-;-;5;-;-;-;-;1;1;-;23
"K56   Ileo paralitico e obstr intestinal s/hernia";2;-;2;-;7;1;2;6;1;4;2;2;-;3;1;13;4;-;5;19;1;-;3;1;4;2;1;86
"K57   Doenc diverticular do intestino";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"K59   Outr transt funcionais do intestino";-;-;1;-;1;-;-;1;-;1;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;7
"K60   Fissura e fistula das regioes anal e retal";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"K62   Outr doenc do reto e do anus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"K63   Outr doenc do intestino";-;-;1;-;1;-;-;-;-;3;-;-;1;-;-;6;3;-;3;6;2;-;-;-;-;1;-;27
"K65   Peritonite";1;1;-;-;2;-;-;1;1;3;-;1;1;-;1;2;3;1;-;2;-;1;-;-;-;-;1;22
"K66   Outr transt do peritonio";-;-;-;-;1;-;-;1;2;1;1;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;9
"K71   Doenc hepatica toxica";1;1;-;1;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;7
"K72   Insuf hepatica NCOP";1;1;1;-;5;-;-;-;1;-;-;-;2;-;1;3;3;-;-;9;-;-;2;-;-;1;-;30
"K75   Outr doenc inflam do figado";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;-;-;1;-;6
"K76   Outr doenc do figado";-;1;1;-;3;-;-;-;-;-;1;-;-;1;-;-;-;2;1;3;1;-;-;-;-;1;-;15
"K81   Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"K83   Outr doenc das vias biliares";1;1;-;-;-;-;1;-;-;2;-;-;-;-;-;-;1;-;2;1;-;-;-;1;-;-;-;10
"K90   Ma-absorcao intestinal";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;3
"K92   Outr doenc do aparelho digestivo";-;-;-;-;1;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2;-;1;-;8
"L00   Sindr pele escaldada estafilococ recem-nasc";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"L01   Impetigo";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"L02   Abscesso cutaneo furunculo e antraz";-;-;1;-;2;-;-;1;-;-;1;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;8
"L03   Celulite";-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;5
"L08   Outr infecc localiz pele e tec subcutaneo";-;-;1;-;2;-;-;-;-;-;2;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;8
"L88   Piodermite gangrenosa";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"M00   Artrite piogenica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;2
"M30   Poliarterite nodosa e afeccoes correlatas";-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"M32   Lupus eritematoso disseminado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;2
"M62   Outr transt musculares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;2
"M72   Transt fibroblasticos";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"M81   Osteoporose s/frat patologica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"M86   Osteomielite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"N04   Sindr nefrotica";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"N10   Nefrite tubulo-intersticial aguda";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"N11   Nefrite tubulo-intersticial cronica";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"N12   Nefrite tubulo-intersticial NE aguda cronica";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"N13   Uropatia obstrutiva e p/refluxo";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;3
"N15   Outr doenc renais tubulo-intersticiais";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"N17   Insuf renal aguda";-;1;-;-;6;-;-;2;-;4;3;1;-;-;1;4;2;-;3;9;2;-;-;-;2;2;-;42
"N18   Insuf renal cronica";-;-;-;-;2;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;2;-;-;8
"N19   Insuf renal NE";-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;1;1;2;-;10
"N27   Hipoplasia renal de causa desconhecida";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"N28   Outr transt do rim e do ureter NCOP";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"N30   Cistite";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"N32   Outr transt da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"N35   Estenose da uretra";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"N39   Outr transt do trato urinario";-;-;2;-;1;-;-;1;1;1;1;5;2;-;1;4;4;-;2;8;-;1;-;-;2;-;-;36
"N47   Hipertrofia do prepucio fimose e parafimose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"N50   Outr transt dos orgaos genitais masc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"N76   Outr afeccoes inflam da vagina e da vulva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2
"P00   Fet rec-nasc afet afec mat n obr rel grav at";29;5;91;9;90;33;18;85;76;66;60;38;157;29;63;111;164;38;214;458;186;48;74;20;36;86;81;2365
"P01   Fet rec-nasc afet complic maternas gravidez";8;3;48;1;43;10;19;47;45;62;12;17;129;13;29;96;118;33;85;337;123;44;78;11;29;67;36;1543
"P02   Fet rec-nasc afet compl plac cord umb membr";11;6;27;3;67;13;13;76;35;41;24;21;81;31;27;85;112;30;118;238;104;45;81;20;25;65;38;1437
"P03   Fet rec-nasc afet out compl trab parto parto";1;3;20;-;20;-;4;15;12;12;9;8;13;5;14;41;37;5;25;187;23;16;10;3;2;18;5;508
"P04   Fet rec-nasc infl af noc trans plac leit mat";2;-;3;-;4;3;1;-;2;1;-;1;4;-;-;7;3;1;4;25;5;2;6;1;2;4;-;81
"P05   Crescimento fetal retard e desnutric fetal";2;6;5;1;5;1;1;10;1;6;1;2;7;-;1;7;17;2;12;43;15;1;8;-;1;5;3;163
"P07   Transt rel gest curt dur peso baix nasc NCOP";9;8;28;4;150;15;2;123;30;109;36;39;86;14;24;218;112;16;75;233;27;48;64;19;34;24;4;1551
"P08   Transt relac gest prolong peso elevado nasc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"P10   Laceracao intracran hemorrag dev traum parto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;1;-;4
"P11   Outr traum de parto do sist nervoso central";-;-;1;-;1;-;-;1;-;-;-;1;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;7
"P13   Lesoes do esqueleto dev traum de parto";-;-;1;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;6
"P14   Lesoes ao nascer do sist nervoso periferico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;2
"P15   Outr traum de parto";-;-;3;-;3;-;1;-;1;4;-;-;1;2;-;3;4;1;-;5;1;3;-;1;1;3;-;37
"P20   Hipoxia intra-uterina";1;-;15;-;41;1;-;31;13;17;11;20;27;7;5;58;64;3;69;51;12;10;16;9;6;13;2;502
"P21   Asfixia ao nascer";10;3;14;4;63;8;3;43;9;87;10;13;34;17;35;73;52;19;67;181;29;24;47;11;12;16;3;887
"P22   Desconforto respirat do recem-nascido";10;11;118;17;137;9;15;107;31;89;31;75;64;65;12;203;233;38;200;336;85;54;93;25;38;79;6;2181
"P23   Pneumonia congen";2;-;12;3;33;1;1;5;3;11;4;16;8;9;10;13;18;5;11;57;2;7;7;-;10;10;2;260
"P24   Sindr de aspiracao neonatal";8;12;48;3;86;5;4;51;22;27;7;9;32;14;8;82;53;18;53;86;22;17;32;9;22;33;7;770
"P25   Enfisema interst afecc corr orig per perinat";-;1;2;2;5;-;1;2;1;4;2;3;2;-;1;14;20;-;9;37;8;10;3;-;3;6;-;136
"P26   Hemorragia pulmonar orig periodo perinatal";2;2;3;1;39;2;2;15;7;17;8;8;8;10;2;41;30;4;25;97;21;13;19;9;10;26;2;423
"P27   Doenc respirat cron orig periodo perinatal";1;2;1;1;9;2;-;3;-;14;1;2;16;1;2;17;20;5;14;51;9;13;16;3;2;3;1;209
"P28   Outr afeccoes respirat orig per perinatal";9;12;19;4;47;1;3;43;16;30;8;15;23;13;7;132;81;7;27;166;23;13;21;10;12;28;4;774
"P29   Transt cardiovasc orig periodo perinatal";2;3;21;4;49;3;4;39;6;30;9;9;9;6;6;64;56;3;34;111;22;21;16;12;19;33;4;595
"P35   Doenc virais congen";-;-;-;-;3;-;-;3;-;1;-;-;2;2;-;2;3;3;6;8;1;-;1;-;-;1;1;37
"P36   Septicemia bacter do recem-nascido";34;25;54;14;170;22;19;145;43;126;64;89;103;86;34;227;241;36;229;555;66;77;113;42;64;83;9;2770
"P37   Outr doenc infecc e parasit congen";-;-;-;-;1;2;-;1;1;-;-;2;-;-;5;2;3;3;5;23;2;-;5;-;3;2;1;61
"P38   Onfalite recem-nasc c/ou s/hemorragia leve";-;1;1;-;1;-;-;4;1;-;-;1;-;-;-;3;2;-;1;1;1;-;-;1;-;-;-;18
"P39   Outr infecc especificas do periodo perinatal";1;-;10;-;23;1;2;16;7;42;3;9;18;12;9;42;9;3;15;39;8;5;7;5;9;21;1;317
"P50   Perda sanguinea fetal";-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;1;2;-;2;3;1;1;1;-;-;-;-;14
"P51   Hemorragia umbilical do recem-nascido";-;-;2;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;2;1;-;10
"P52   Hemorragia intracran nao-traum feto rec-nasc";-;-;3;1;3;-;-;2;-;1;1;1;1;1;-;5;4;1;3;22;6;5;5;2;2;3;-;72
"P53   Doenc hemorragica do feto e do recem-nascido";-;-;-;-;3;-;-;1;-;2;2;-;2;-;-;3;3;-;-;8;1;2;2;3;2;4;-;38
"P54   Outr hemorragias neonatais";-;-;3;-;4;1;-;2;1;5;2;-;1;2;-;4;7;-;5;3;-;1;1;-;4;-;-;46
"P55   Doenc hemolitica do feto e do recem-nascido";1;-;3;-;4;-;-;-;2;1;1;2;-;1;-;6;-;-;3;3;1;1;3;-;1;1;-;34
"P56   Hidropsia fetal dev doenc hemolitica";1;-;-;-;1;-;-;3;1;1;2;1;-;-;-;3;1;2;3;3;3;4;1;-;1;-;1;32
"P57   Kernicterus";-;1;4;-;5;2;-;2;1;-;-;-;1;-;-;1;-;1;1;2;-;-;-;-;-;-;-;21
"P58   Ictericia neonatal dev outr hemolises excess";-;-;3;1;6;1;-;3;1;2;-;1;-;1;-;2;2;-;-;1;-;1;-;-;-;-;-;25
"P59   Ictericia neonatal dev outr causas e as NE";-;1;5;-;15;-;-;7;3;-;-;-;2;-;-;3;3;-;-;1;-;-;-;-;-;1;-;41
"P60   Coagulacao intravasc dissem feto rec-nasc";1;-;3;-;6;2;1;7;2;3;-;3;-;2;1;6;2;1;6;31;1;2;2;-;1;2;2;87
"P61   Outr transt hematologicos perinatais";1;-;2;-;5;-;1;4;2;2;1;2;3;-;1;6;5;1;8;18;-;-;2;2;2;4;-;72
"P70   Trans transit metab carboid esp fet rec-nasc";1;-;3;3;2;1;-;4;2;-;1;1;6;1;2;6;7;6;4;10;7;5;3;1;3;-;1;80
"P72   Outr transt endocrinos transit period neonat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;3
"P74   Outr dist eletrolit metab transit per neonat";-;6;3;-;3;-;1;2;2;2;-;5;4;-;2;4;6;-;3;2;1;1;-;-;-;-;-;47
"P76   Outr obstrucoes intestinais do recem-nascido";-;2;3;-;2;1;1;-;-;2;2;-;-;1;-;6;3;-;1;9;1;-;1;1;-;-;-;36
"P77   Enterocolite necrotizante do feto e rec-nasc";11;3;10;5;32;2;2;33;6;29;8;8;38;16;15;45;86;18;63;174;28;19;44;11;11;19;1;737
"P78   Outr transt ap digestivo periodo perinatal";-;-;3;1;6;-;-;1;2;-;3;1;9;-;4;7;11;2;2;34;5;5;9;2;1;1;-;109
"P80   Hipotermia do recem-nascido";1;1;-;1;-;-;-;-;-;-;-;-;-;1;-;3;1;-;-;4;1;-;-;-;-;1;-;14
"P81   Outr disturbios regulacao termica rec-nasc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;3
"P83   Outr afecc compr tegum espec feto rec-nasc";1;-;2;-;6;1;-;3;2;4;2;2;9;4;2;10;8;-;17;32;6;2;6;-;5;6;-;130
"P90   Convulsoes do recem-nascido";1;1;1;1;2;-;-;3;1;1;1;-;1;-;1;1;4;-;1;4;-;-;1;1;-;1;-;27
"P91   Outr disturbios funcao cerebral rec-nasc";-;-;1;-;-;1;-;2;1;2;1;-;3;2;1;4;8;1;1;9;3;3;2;1;1;2;-;49
"P92   Problemas de alimentacao do recem-nascido";-;-;-;-;3;-;1;1;-;1;-;2;-;1;-;2;4;-;-;2;-;1;-;-;1;-;-;19
"P93   Reacoes e intox dev drog admin feto rec-nasc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"P94   Transt do tonus muscular do recem-nascido";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;3;-;1;-;-;-;-;-;-;1;-;7
"P96   Outr afeccoes originadas periodo perinatal";4;4;45;3;37;5;4;28;13;45;10;11;17;8;17;123;136;1;48;148;19;9;15;17;18;29;-;814
"Q00   Anencefalia e malformacoes similares";8;4;15;3;23;4;6;20;10;30;11;10;27;11;13;26;35;7;29;64;21;11;19;14;11;20;1;453
"Q01   Encefalocele";-;-;2;-;3;2;-;2;4;3;1;2;6;1;3;4;8;3;4;11;3;2;1;2;5;-;-;72
"Q02   Microcefalia";-;1;2;2;6;-;-;4;1;2;-;1;3;1;1;4;4;-;5;8;5;3;3;-;-;2;-;58
"Q03   Hidrocefalia congen";3;5;15;4;10;5;4;8;5;8;1;9;8;3;2;11;9;4;8;26;8;8;3;2;7;7;4;187
"Q04   Outr malformacoes congen do cerebro";3;2;15;3;17;1;10;7;4;13;1;4;15;7;4;25;30;3;12;39;18;7;9;7;8;11;7;282
"Q05   Espinha bifida";-;-;4;-;3;-;3;-;3;5;2;2;7;2;-;5;4;1;4;11;3;1;1;3;-;2;2;68
"Q06   Outr malformacoes congen da medula espinhal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;-;-;-;-;4
"Q07   Outr malformacoes congen do sist nervoso";-;1;-;-;2;1;-;3;-;-;-;1;1;-;-;8;10;-;6;5;1;1;1;1;2;1;-;45
"Q18   Outr malformacoes congen da face e pescoco";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"Q20   Malform congen camaras e comunicacoes card";4;1;13;-;9;1;6;8;4;10;2;1;5;2;6;14;33;4;16;56;18;11;14;6;9;14;3;270
"Q21   Malformacoes congen dos septos cardiacos";3;2;18;2;31;5;6;13;14;30;7;11;11;7;3;32;29;8;19;124;18;6;38;5;8;26;5;481
"Q22   Malform congen valvas pulmonar tricuspide";1;-;4;-;8;-;3;1;-;7;-;3;6;2;1;9;7;2;10;52;8;5;12;3;5;4;4;157
"Q23   Malformacoes congen valvas aortica e mitral";4;-;6;2;6;1;3;2;1;11;2;3;10;-;3;11;18;9;23;73;19;18;31;5;7;13;4;285
"Q24   Outr malformacoes congen do coracao";21;17;54;13;71;12;22;71;43;93;19;42;95;59;25;151;176;29;132;209;65;40;60;20;38;91;10;1678
"Q25   Malformacoes congen das grandes arterias";2;1;12;4;8;2;-;13;2;10;3;7;15;5;5;28;29;6;28;72;13;17;26;5;6;19;1;339
"Q26   Malformacoes congen das grandes veias";-;1;5;1;1;-;-;1;-;4;-;1;-;1;1;2;3;1;-;9;1;3;2;2;1;-;-;40
"Q27   Outr malformacoes congen sist vasc perif";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;2;1;5;2;-;-;-;-;1;-;14
"Q28   Outr malform congen aparelho circulatorio";-;-;-;-;5;1;1;1;-;1;-;2;1;-;-;4;1;-;4;9;1;1;3;1;-;1;-;37
"Q30   Malformacao congen do nariz";-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;-;-;-;5
"Q31   Malformacoes congen da laringe";1;-;1;1;1;-;-;-;-;2;-;-;1;2;-;2;2;1;-;1;1;-;1;-;-;1;2;20
"Q32   Malformacoes congen traqueia e bronquios";1;-;1;-;2;-;-;-;-;1;1;-;3;-;2;-;-;-;2;3;2;-;-;1;-;5;-;24
"Q33   Malformacoes congen do pulmao";5;-;5;7;29;5;7;8;4;27;4;7;28;11;11;41;43;22;54;138;34;21;16;6;10;32;5;580
"Q34   Outr malformacoes congen aparelho respirat";-;-;1;-;3;-;1;-;-;-;-;1;-;1;-;2;3;-;2;3;2;-;-;-;-;-;-;19
"Q35   Fenda palatina";1;-;2;-;-;-;-;1;1;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;8
"Q36   Fenda labial";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"Q37   Fenda labial c/fenda palatina";1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;-;-;-;-;-;7
"Q38   Outr malform congen lingua boca e faringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;2
"Q39   Malformacoes congen do esofago";1;1;6;1;8;2;-;7;2;8;5;6;3;-;3;14;14;2;4;29;8;4;5;1;7;3;2;146
