Categoria_CID;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
J05   Laringite obstrutiva aguda e epiglotite;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
J06   Infecc agudas vias aereas super loc mult NE;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;1;1;-;1;8
J09   Influenza A (H1N1);-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
J10   Influenza dev outro virus influenza ident;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;1;-;4
J11   Influenza dev virus nao identificado;-;2;1;-;-;-;-;3;-;-;1;-;-;-;3;1;3;2;1;1;-;-;1;-;-;1;-;20
J12   Pneumonia viral NCOP;-;1;1;-;2;-;-;2;-;2;-;-;2;-;-;-;1;2;5;7;2;1;-;3;-;2;1;34
J13   Pneumonia dev Streptococcus pneumoniae;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
J15   Pneumonia bacter NCOP;-;6;12;2;7;1;2;5;3;18;2;3;3;1;1;8;3;2;6;12;4;1;-;-;9;2;2;115
J16   Pneumonia dev out microorg infecc espec NCOP;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;4
J18   Pneumonia p/microorg NE;-;10;23;30;50;15;-;23;10;11;3;10;12;5;5;25;21;4;42;48;7;7;4;10;5;6;1;387
J20   Bronquite aguda;-;-;-;-;2;-;-;-;-;1;-;-;-;-;1;-;1;1;2;4;-;1;-;-;2;-;-;15
J21   Bronquiolite aguda;-;2;3;1;2;-;-;3;-;2;-;-;8;3;2;5;11;3;28;58;5;6;13;3;1;3;5;167
J22   Infecc agudas NE das vias aereas infer;-;-;-;2;-;-;-;-;-;-;-;-;1;1;1;-;-;-;1;1;-;-;-;-;1;-;-;8
J38   Doenc das cordas vocais e da laringe NCOP;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
J39   Outr doenc das vias aereas super;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;3
J42   Bronquite cronica NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
J43   Enfisema;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;4
J44   Outr doenc pulmonares obstrutivas cronicas;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;3
J45   Asma;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;4
J46   Estado de mal asmatico;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
J69   Pneumonite dev solidos e liquidos;3;-;5;-;10;-;1;5;1;2;-;1;-;1;-;12;6;3;3;23;3;2;1;2;4;4;-;92
J70   Afeccoes respirat dev outr agentes externos;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
J80   Sindr do desconforto respirat do adulto;-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;2;-;-;1;2;-;-;-;-;1;1;-;11
J81   Edema pulmonar NE de outr form;-;-;1;-;2;-;-;-;-;2;-;1;-;-;-;1;-;1;-;6;-;2;-;-;-;2;-;18
J84   Outr doenc pulmonares intersticiais;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;6;-;-;-;1;-;2;-;13
J85   Abscesso do pulmao e do mediastino;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3
J86   Piotorax;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
J90   Derrame pleural NCOP;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4;1;-;-;-;-;-;-;-;6
J93   Pneumotorax;-;-;-;-;1;-;-;1;-;-;1;-;1;-;-;1;2;-;-;2;-;-;-;-;3;-;-;12
J94   Outr afeccoes pleurais;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
J95   Afeccoes respirat pos-proced NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
J96   Insuf respirat NCOP;-;-;2;1;3;-;-;4;1;4;1;1;1;2;-;7;3;-;3;7;-;-;-;1;2;-;-;43
J98   Outr transt respirat;-;1;2;2;1;-;-;-;2;5;-;-;9;-;-;5;6;-;6;4;-;-;-;-;-;2;-;45
K20   Esofagite;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
K21   Doenc de refluxo gastroesofagico;-;-;1;-;2;1;-;1;1;-;-;1;-;-;-;1;1;2;-;3;1;1;-;2;-;-;-;18
K22   Outr doenc do esofago;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
K25   Ulcera gastrica;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;3
K26   Ulcera duodenal;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;3
K31   Outr doenc do estomago e do duodeno;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
K35   Apendicite aguda;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;4
K40   Hernia inguinal;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;2;2;-;-;-;-;1;1;-;9
K42   Hernia umbilical;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
K43   Hernia ventral;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
K44   Hernia diafragmatica;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
K46   Hernia abdominal NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
K50   Doenc de Crohn;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
K51   Colite ulcerativa;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;3
K52   Outr gastroenterites e colites nao-infecc;-;-;-;-;4;-;-;2;-;1;-;-;-;1;-;1;3;-;-;1;-;-;-;-;1;-;-;14
K55   Transt vasculares do intestino;-;-;6;-;1;1;1;1;-;-;-;1;-;-;-;-;3;-;-;2;1;-;-;-;-;-;-;17
K56   Ileo paralitico e obstr intestinal s/hernia;-;1;3;-;5;1;2;5;1;1;1;-;3;-;-;3;5;-;3;8;3;3;1;1;2;1;-;53
K57   Doenc diverticular do intestino;-;1;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;5
K59   Outr transt funcionais do intestino;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;1;1;-;1;-;-;-;-;6
K60   Fissura e fistula das regioes anal e retal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
K63   Outr doenc do intestino;-;-;1;-;1;1;-;1;1;1;-;-;1;-;-;5;4;-;2;5;-;-;1;-;-;1;-;25
K65   Peritonite;-;-;-;-;1;-;-;2;-;-;-;-;1;-;-;1;-;-;2;2;1;1;1;-;-;1;-;13
K66   Outr transt do peritonio;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;1;-;6
K71   Doenc hepatica toxica;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
K72   Insuf hepatica NCOP;-;1;3;2;2;-;-;-;1;1;1;-;2;-;-;3;8;1;1;3;1;2;1;1;2;1;-;37
K75   Outr doenc inflam do figado;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;2
K76   Outr doenc do figado;-;-;-;-;1;-;-;1;-;1;-;1;1;1;-;2;-;1;-;6;1;-;-;-;-;-;-;16
K80   Colelitiase;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
K82   Outr doenc da vesicula biliar;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
K83   Outr doenc das vias biliares;-;-;1;-;1;-;-;-;-;1;-;-;1;-;-;1;1;-;2;2;-;-;-;-;-;-;-;10
K90   Ma-absorcao intestinal;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;2
K92   Outr doenc do aparelho digestivo;-;1;-;-;-;-;1;1;-;-;-;-;-;-;1;2;-;-;1;2;1;-;-;2;-;-;-;12
L00   Sindr pele escaldada estafilococ recem-nasc;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;6
L01   Impetigo;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
L02   Abscesso cutaneo furunculo e antraz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2
L03   Celulite;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;1;-;-;-;1;-;-;-;5
L08   Outr infecc localiz pele e tec subcutaneo;1;-;-;-;1;-;-;-;-;-;-;1;2;-;-;1;-;1;1;-;-;-;-;-;-;-;-;8
L13   Outr afeccoes bolhosas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
L27   Dermatite dev subst de uso interno;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
M30   Poliarterite nodosa e afeccoes correlatas;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;1;-;6
M31   Outr vasculopatias necrotizantes;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
M32   Lupus eritematoso disseminado;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
M62   Outr transt musculares;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;4
M72   Transt fibroblasticos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
M93   Outr osteocondropatias;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
N04   Sindr nefrotica;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;4
N10   Nefrite tubulo-intersticial aguda;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;2
N13   Uropatia obstrutiva e p/refluxo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2
N17   Insuf renal aguda;-;-;1;-;3;1;-;3;1;-;-;1;-;-;1;3;2;-;1;9;-;1;1;-;2;-;-;30
N18   Insuf renal cronica;-;-;-;-;3;-;-;-;-;1;-;-;1;-;-;-;1;1;-;2;-;-;-;-;-;1;-;10
N19   Insuf renal NE;-;-;-;-;1;1;-;1;-;1;2;-;-;-;-;2;1;-;1;-;1;-;2;-;-;-;-;13
N25   Transt result funcao renal tubular alterada;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
N28   Outr transt do rim e do ureter NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
N31   Disfuncoes neuromusculares da bexiga NCOP;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
N35   Estenose da uretra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
N39   Outr transt do trato urinario;1;-;1;-;2;2;1;-;-;1;-;2;2;-;-;1;4;-;1;4;1;-;-;1;1;-;-;25
N49   Transt inflam orgaos genitais masc NCOP;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
N76   Outr afeccoes inflam da vagina e da vulva;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2
N87   Displasia do colo do utero;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
P00   Fet rec-nasc afet afec mat n obr rel grav at;28;12;86;11;106;48;46;71;73;44;42;34;141;18;34;90;149;42;185;370;158;52;95;21;39;72;69;2136
P01   Fet rec-nasc afet complic maternas gravidez;21;7;38;3;48;14;17;33;40;33;20;28;109;8;28;93;103;20;79;345;125;34;97;11;20;45;46;1465
P02   Fet rec-nasc afet compl plac cord umb membr;11;3;36;4;43;14;10;57;45;32;31;22;72;10;23;80;100;32;90;245;83;65;75;13;20;59;64;1339
P03   Fet rec-nasc afet out compl trab parto parto;5;2;15;1;19;3;3;14;10;20;9;11;26;6;3;41;41;17;20;188;19;16;13;7;5;30;9;553
P04   Fet rec-nasc infl af noc trans plac leit mat;2;-;1;-;1;3;-;2;-;-;1;-;5;1;-;5;8;2;1;15;8;2;2;1;4;3;1;68
P05   Crescimento fetal retard e desnutric fetal;-;3;3;1;8;-;2;23;6;9;2;1;6;1;-;8;23;4;7;35;7;2;5;-;6;2;2;166
P07   Transt rel gest curt dur peso baix nasc NCOP;8;11;31;7;144;7;10;93;9;93;24;13;71;17;14;210;103;22;57;160;24;32;53;9;40;19;19;1300
P10   Laceracao intracran hemorrag dev traum parto;-;-;1;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;7
P11   Outr traum de parto do sist nervoso central;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
P12   Lesao do couro cabeludo dev traum de parto;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
P14   Lesoes ao nascer do sist nervoso periferico;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
P15   Outr traum de parto;-;-;1;-;2;-;-;-;-;1;-;1;-;1;1;1;3;-;-;5;-;1;1;1;1;1;-;21
P20   Hipoxia intra-uterina;1;8;17;-;32;5;1;33;10;22;4;29;38;16;14;43;47;4;62;39;10;6;4;4;8;13;2;472
P21   Asfixia ao nascer;6;4;17;6;75;13;6;45;13;56;17;16;36;21;29;77;53;15;93;141;17;18;21;9;17;7;8;836
P22   Desconforto respirat do recem-nascido;10;16;88;30;183;7;11;102;35;80;35;52;71;77;21;180;191;44;126;294;65;56;60;27;38;65;20;1984
P23   Pneumonia congen;3;-;37;1;24;-;1;6;2;13;-;12;11;7;10;8;9;1;12;20;1;5;7;1;6;5;2;204
P24   Sindr de aspiracao neonatal;2;16;45;5;79;4;6;64;21;16;12;13;34;18;4;82;39;19;55;78;19;17;23;7;17;23;13;731
P25   Enfisema interst afecc corr orig per perinat;-;-;1;-;7;-;1;-;3;9;2;4;3;2;2;5;8;3;10;30;4;5;4;4;-;-;3;110
P26   Hemorragia pulmonar orig periodo perinatal;5;5;2;2;26;2;3;10;7;18;12;11;21;5;5;53;21;4;28;97;23;18;15;7;11;9;13;433
P27   Doenc respirat cron orig periodo perinatal;1;1;1;-;7;3;1;1;6;11;-;5;16;2;-;11;13;2;12;20;12;8;4;2;2;3;-;144
P28   Outr afeccoes respirat orig per perinatal;3;4;23;3;42;2;1;17;14;29;9;8;17;12;2;116;63;2;22;70;16;13;19;6;9;25;7;554
P29   Transt cardiovasc orig periodo perinatal;5;4;13;5;26;2;3;31;10;10;10;10;24;8;2;58;53;6;45;89;19;20;10;10;10;12;7;502
P35   Doenc virais congen;-;-;-;-;2;-;-;-;-;-;2;-;1;-;-;-;1;-;1;6;1;1;2;1;1;2;-;21
P36   Septicemia bacter do recem-nascido;39;43;55;17;157;24;27;131;43;135;56;108;119;101;43;209;193;47;230;465;62;70;81;26;67;76;20;2644
P37   Outr doenc infecc e parasit congen;1;1;1;-;7;-;2;-;-;1;2;1;-;-;-;2;3;-;3;16;-;3;3;-;1;2;-;49
P38   Onfalite recem-nasc c/ou s/hemorragia leve;-;-;2;1;-;-;-;1;1;-;-;-;1;-;-;2;-;-;-;2;-;-;-;2;-;-;-;12
P39   Outr infecc especificas do periodo perinatal;-;-;2;-;21;2;1;12;4;19;-;10;21;16;5;14;4;1;24;12;4;9;1;2;10;7;-;201
P50   Perda sanguinea fetal;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;2;1;1;1;2;1;-;1;-;-;1;-;14
P51   Hemorragia umbilical do recem-nascido;-;-;1;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;2;-;1;-;-;1;8
P52   Hemorragia intracran nao-traum feto rec-nasc;-;-;1;-;-;2;-;2;1;2;2;1;5;-;1;6;7;-;8;17;6;5;11;-;1;1;1;80
P53   Doenc hemorragica do feto e do recem-nascido;-;1;-;-;1;-;3;2;-;1;-;-;2;-;-;4;2;-;1;1;2;-;-;1;-;2;-;23
P54   Outr hemorragias neonatais;2;-;1;-;6;-;-;5;-;-;2;-;-;1;-;5;5;-;3;4;-;2;2;-;-;-;1;39
P55   Doenc hemolitica do feto e do recem-nascido;-;-;2;-;-;3;-;1;4;1;1;2;5;1;2;6;1;2;1;1;4;2;2;1;2;2;2;48
P56   Hidropsia fetal dev doenc hemolitica;1;-;-;1;1;-;-;2;1;3;-;1;5;1;-;2;2;4;1;4;2;1;5;1;1;2;1;42
P57   Kernicterus;-;-;5;-;5;-;-;2;1;-;-;-;1;1;1;3;-;-;2;1;1;-;-;-;-;-;-;23
P58   Ictericia neonatal dev outr hemolises excess;1;-;1;1;1;2;-;2;-;-;-;-;1;-;-;3;-;-;1;-;-;-;-;1;-;1;-;15
P59   Ictericia neonatal dev outr causas e as NE;-;1;5;-;9;1;-;1;-;2;-;1;-;-;-;3;3;-;-;1;1;-;-;1;2;-;1;32
P60   Coagulacao intravasc dissem feto rec-nasc;3;1;2;1;3;1;1;9;-;2;-;1;-;2;-;3;3;1;10;25;1;2;3;3;1;-;-;78
P61   Outr transt hematologicos perinatais;-;1;2;-;2;-;2;2;-;6;-;7;6;1;-;6;6;2;9;19;-;2;-;-;2;2;-;77
P70   Trans transit metab carboid esp fet rec-nasc;2;1;3;-;2;-;1;1;3;1;1;1;10;-;-;5;7;3;6;23;3;2;4;1;1;5;2;88
P72   Outr transt endocrinos transit period neonat;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
P74   Outr dist eletrolit metab transit per neonat;-;10;1;-;4;-;2;2;-;2;-;1;1;-;-;2;2;-;-;5;1;-;-;-;4;-;1;38
P76   Outr obstrucoes intestinais do recem-nascido;-;1;2;-;2;-;1;1;2;3;2;1;1;2;1;6;6;3;2;3;-;1;-;2;-;-;1;43
P77   Enterocolite necrotizante do feto e rec-nasc;7;3;17;3;24;2;10;30;7;33;8;15;48;10;12;52;65;27;77;140;20;17;43;14;15;23;7;729
P78   Outr transt ap digestivo periodo perinatal;-;-;2;-;3;1;3;1;4;4;1;1;10;3;2;17;13;1;4;31;10;2;3;1;-;5;5;127
P80   Hipotermia do recem-nascido;-;-;2;-;-;-;-;-;-;1;1;1;2;-;-;3;-;-;-;5;1;1;-;2;-;1;-;20
P81   Outr disturbios regulacao termica rec-nasc;-;-;-;-;2;-;-;1;-;1;-;-;1;-;-;1;1;-;-;1;-;-;-;-;2;-;-;10
P83   Outr afecc compr tegum espec feto rec-nasc;-;1;6;-;1;1;-;3;3;6;3;2;6;2;4;7;14;2;14;28;3;2;5;1;3;7;3;127
P90   Convulsoes do recem-nascido;-;-;-;-;4;-;-;-;-;1;-;-;-;-;-;7;4;1;3;4;2;1;1;2;-;2;-;32
P91   Outr disturbios funcao cerebral rec-nasc;-;-;2;1;5;-;2;6;-;5;-;3;3;-;1;10;11;1;3;12;1;1;3;3;-;1;1;75
P92   Problemas de alimentacao do recem-nascido;-;-;1;1;4;-;1;1;2;-;-;2;-;1;-;2;1;-;-;3;-;-;-;1;2;-;-;22
P94   Transt do tonus muscular do recem-nascido;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;2;-;-;1;-;-;1;-;-;-;-;7
P96   Outr afeccoes originadas periodo perinatal;3;7;38;-;25;8;2;16;15;37;8;21;40;5;12;95;114;1;58;106;19;4;19;11;16;26;11;717
Q00   Anencefalia e malformacoes similares;7;6;22;-;16;2;8;22;8;32;7;9;17;11;8;24;32;10;24;50;19;9;11;7;14;7;7;389
Q01   Encefalocele;-;2;2;-;4;-;-;4;1;1;1;1;5;-;2;5;2;1;6;8;3;2;2;-;1;2;1;56
Q02   Microcefalia;-;-;3;-;1;-;-;2;-;2;-;1;5;2;1;4;4;1;2;6;1;2;1;-;2;2;-;42
Q03   Hidrocefalia congen;2;-;18;2;10;4;2;8;4;2;-;4;8;8;2;12;8;5;5;17;3;3;6;2;8;5;3;151
Q04   Outr malformacoes congen do cerebro;3;3;7;-;11;2;2;17;7;14;2;5;9;8;2;17;25;6;19;32;9;7;5;3;5;12;12;244
Q05   Espinha bifida;-;1;-;2;1;1;-;2;3;-;2;2;4;3;4;6;1;1;1;10;1;1;2;-;3;2;1;54
Q06   Outr malformacoes congen da medula espinhal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2
Q07   Outr malformacoes congen do sist nervoso;-;-;3;-;5;1;2;4;1;1;1;-;1;-;1;5;4;3;4;9;3;-;-;1;2;-;1;52
Q18   Outr malformacoes congen da face e pescoco;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2
Q20   Malform congen camaras e comunicacoes card;-;3;8;-;12;1;2;1;5;7;6;2;14;1;1;11;20;6;15;40;21;9;13;4;6;12;6;226
Q21   Malformacoes congen dos septos cardiacos;3;4;13;-;16;2;4;10;10;13;7;5;21;2;4;20;24;17;18;68;22;13;27;5;6;25;12;371
Q22   Malform congen valvas pulmonar tricuspide;1;-;4;-;11;-;5;2;1;8;2;2;1;2;2;14;9;7;7;44;12;9;9;4;2;5;7;170
Q23   Malformacoes congen valvas aortica e mitral;1;-;3;-;8;-;3;3;-;10;5;3;11;1;1;10;26;7;15;106;27;20;19;3;1;6;7;296
Q24   Outr malformacoes congen do coracao;13;11;54;11;84;19;5;64;43;45;26;26;83;36;16;110;130;20;92;204;66;35;56;17;21;54;16;1357
Q25   Malformacoes congen das grandes arterias;3;2;9;2;5;1;6;11;2;7;3;2;19;3;8;27;31;15;15;104;23;12;11;6;7;9;7;350
Q26   Malformacoes congen das grandes veias;-;-;3;-;2;-;-;-;-;3;-;-;-;-;1;3;-;2;2;9;-;-;4;1;1;3;2;36
Q27   Outr malformacoes congen sist vasc perif;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;1;-;-;2;1;-;1;-;-;-;-;8
Q28   Outr malform congen aparelho circulatorio;-;-;-;-;2;-;-;-;2;-;-;-;1;-;-;1;3;-;2;-;1;1;1;-;-;1;-;15
Q30   Malformacao congen do nariz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;1;-;-;-;-;1;-;-;5
Q31   Malformacoes congen da laringe;-;-;-;-;3;1;-;-;-;2;-;1;2;-;1;2;2;-;-;3;1;1;3;-;-;-;-;22
Q32   Malformacoes congen traqueia e bronquios;1;1;-;-;1;-;-;-;1;2;1;2;-;-;-;-;2;1;1;5;1;-;2;1;2;2;2;28
Q33   Malformacoes congen do pulmao;3;-;1;5;14;-;2;9;8;25;13;4;20;4;20;33;40;20;29;114;24;22;8;9;15;18;10;470
Q34   Outr malformacoes congen aparelho respirat;-;-;1;-;4;1;-;1;-;2;-;1;1;-;-;2;2;3;-;7;2;1;-;-;2;1;-;31
Q35   Fenda palatina;-;-;2;-;-;-;-;-;1;-;-;1;1;-;1;-;1;-;-;-;1;-;1;-;-;-;-;9
Q36   Fenda labial;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;3
Q37   Fenda labial c/fenda palatina;-;-;-;-;2;-;-;2;1;1;-;-;-;1;-;2;2;-;-;2;1;-;1;-;-;-;-;15
Q38   Outr malform congen lingua boca e faringe;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
Q39   Malformacoes congen do esofago;1;1;5;1;9;1;2;3;-;4;6;1;15;3;3;6;6;-;5;16;4;3;1;2;7;2;-;107
Q40   Outr malform congen trato digestivo super;-;-;1;-;1;-;-;1;1;2;1;1;-;1;-;-;1;-;2;3;1;2;-;-;-;-;-;18
Q41   Ausencia atresia estenose congen intest delg;1;-;1;-;10;1;-;3;3;3;4;2;12;1;3;9;2;-;2;11;5;2;-;2;2;1;2;82
Q42   Ausencia atresia e estenose congen do colon;1;-;5;1;3;2;-;2;1;1;-;-;-;2;-;-;1;1;-;7;-;1;4;1;2;-;1;36
Q43   Outr malformacoes congen do intestino;1;3;4;-;7;2;3;7;6;4;2;1;6;4;1;6;6;7;4;12;5;1;3;1;6;2;-;104
Q44   Malform congen vesic biliar via biliar figad;-;-;3;-;2;1;-;1;-;1;-;2;5;-;-;3;2;-;7;11;3;-;4;1;-;2;1;49
Q45   Outr malformacoes congen aparelho digestivo;-;-;1;-;5;-;-;-;-;1;-;-;-;-;-;3;2;-;1;1;-;-;1;-;-;-;-;15
Q51   Malformacoes congen utero e do colo do utero;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
Q52   Outr malformacoes congen org genitais femin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
Q55   Outr malformacoes congen org genitais masc;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
Q56   Sexo indeterminado e pseudo-hermafroditismo;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
Q60   Agenesia renal e outr defeitos reducao rim;-;-;3;-;2;-;1;2;1;4;4;3;7;3;2;8;13;1;13;28;13;2;10;1;5;6;6;138
Q61   Doenc cisticas do rim;-;-;2;-;-;2;-;-;2;2;4;2;7;1;-;4;7;1;3;10;7;2;7;1;-;1;5;70
Q62   Anom cong obstr pelv renal malf cong ureter;-;-;2;-;1;-;1;-;-;1;-;-;1;-;-;5;6;1;1;3;-;1;-;-;1;2;-;26
