"Categoria CID-10";"RO";"AC";"AM";"RR";"PA";"AP";"TO";"MA";"PI";"CE";"RN";"PB";"PE";"AL";"SE";"BA";"MG";"ES";"RJ";"SP";"PR";"SC";"RS";"MS";"MT";"GO";"DF";"Total"
"I81   Trombose da veia porta";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
"I82   Outr embolia e trombose venosas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;3
"I85   Varizes esofagianas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"I87   Outr transt das veias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2
"I89   Outr transt nao-infecc vasos linf gangl linf";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;3
"J04   Laringite e traqueite agudas";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;1;1;1;2;-;-;-;-;1;1;1;11
"J05   Laringite obstrutiva aguda e epiglotite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"J06   Infecc agudas vias aereas super loc mult NE";-;1;-;-;-;-;-;1;2;-;-;-;-;-;1;2;-;-;1;-;-;2;-;-;-;-;-;10
"J09   Influenza A (H1N1)";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;1;1;1;-;7
"J10   Influenza dev outro virus influenza ident";-;-;-;-;-;-;-;1;-;-;-;-;-;-;3;-;-;-;-;5;-;1;1;-;-;-;-;11
"J11   Influenza dev virus nao identificado";1;1;1;2;3;-;-;2;1;2;-;-;-;1;1;2;2;1;2;12;1;-;-;1;-;-;-;36
"J12   Pneumonia viral NCOP";-;-;4;5;1;1;-;-;-;-;-;-;1;-;-;1;-;-;6;4;2;1;1;1;-;3;-;31
"J15   Pneumonia bacter NCOP";2;7;21;-;33;-;1;17;2;12;4;2;1;-;2;11;8;-;10;11;6;6;4;2;4;4;-;170
"J16   Pneumonia dev out microorg infecc espec NCOP";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"J18   Pneumonia p/microorg NE";8;4;42;2;55;12;9;40;20;36;8;19;31;28;11;49;30;12;71;119;11;8;10;13;19;21;5;693
"J20   Bronquite aguda";-;-;3;-;-;1;-;1;-;-;1;-;-;1;-;-;2;2;3;3;1;-;1;-;-;-;-;19
"J21   Bronquiolite aguda";2;1;18;-;3;1;-;3;1;1;1;6;5;2;3;10;13;4;75;48;7;1;19;1;-;5;2;232
"J22   Infecc agudas NE das vias aereas infer";-;-;-;-;-;-;-;1;-;1;-;1;1;-;-;3;-;-;-;1;2;-;-;-;-;-;-;10
"J38   Doenc das cordas vocais e da laringe NCOP";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"J39   Outr doenc das vias aereas super";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;4
"J40   Bronquite NE como aguda ou cronica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"J43   Enfisema";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"J45   Asma";-;-;-;-;-;-;-;1;-;-;-;-;4;-;-;-;1;-;1;3;-;-;-;1;-;1;-;12
"J46   Estado de mal asmatico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;1;-;-;-;-;4
"J62   Pneumoconiose dev poeira que cont silica";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J68   Afecc resp dev inal prod quim gas fumac vap";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"J69   Pneumonite dev solidos e liquidos";-;-;9;-;7;-;-;6;1;2;3;-;7;3;-;8;9;-;4;24;3;6;-;1;3;7;-;103
"J70   Afeccoes respirat dev outr agentes externos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J80   Sindr do desconforto respirat do adulto";-;-;1;-;2;-;-;1;1;2;-;-;-;-;-;4;1;-;1;6;-;-;-;-;-;1;-;20
"J81   Edema pulmonar NE de outr form";-;-;-;-;-;1;1;-;-;3;1;1;1;-;-;-;1;2;1;8;4;2;-;1;-;2;1;30
"J84   Outr doenc pulmonares intersticiais";-;-;-;-;1;-;2;-;-;1;1;1;-;1;-;-;3;-;1;8;-;-;-;1;-;2;-;22
"J85   Abscesso do pulmao e do mediastino";-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"J86   Piotorax";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;2;-;-;-;-;-;-;-;5
"J90   Derrame pleural NCOP";-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;3;-;-;-;-;-;3;-;10
"J92   Placas pleurais";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J93   Pneumotorax";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;1;3;-;-;-;-;-;-;-;7
"J94   Outr afeccoes pleurais";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2;-;-;-;-;-;-;-;5
"J96   Insuf respirat NCOP";-;2;1;-;6;-;2;4;3;2;-;2;3;1;-;7;6;-;2;5;4;3;-;2;2;2;1;60
"J98   Outr transt respirat";-;1;-;1;3;-;-;2;-;1;-;-;5;-;-;6;1;-;9;13;-;3;-;1;1;3;-;50
"K21   Doenc de refluxo gastroesofagico";1;1;-;-;-;1;-;1;2;2;-;1;2;2;-;2;-;2;-;4;-;-;-;1;-;-;-;22
"K22   Outr doenc do esofago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"K25   Ulcera gastrica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"K28   Ulcera gastrojejunal";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"K30   Dispepsia";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"K31   Outr doenc do estomago e do duodeno";-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;5
"K35   Apendicite aguda";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;4
"K37   Apendicite SOE";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"K40   Hernia inguinal";-;-;1;-;1;-;-;-;1;-;1;-;1;-;1;1;1;1;2;4;-;-;2;-;-;-;1;18
"K42   Hernia umbilical";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"K44   Hernia diafragmatica";-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;5
"K45   Outr hernias abdominais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"K46   Hernia abdominal NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;2
"K50   Doenc de Crohn";-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"K51   Colite ulcerativa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;-;1;-;1;1;-;-;7
"K52   Outr gastroenterites e colites nao-infecc";-;-;-;-;3;-;-;4;-;-;-;2;1;-;-;1;-;-;1;7;2;-;-;-;-;-;-;21
"K55   Transt vasculares do intestino";-;-;9;-;1;-;-;1;-;-;-;-;-;-;-;-;1;1;-;6;-;-;1;2;1;-;-;23
"K56   Ileo paralitico e obstr intestinal s/hernia";-;1;3;1;9;-;1;4;1;6;-;-;1;-;1;12;4;1;5;7;1;2;-;2;2;2;-;66
"K57   Doenc diverticular do intestino";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"K59   Outr transt funcionais do intestino";-;-;-;-;2;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"K61   Abscesso das regioes anal e retal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"K62   Outr doenc do reto e do anus";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"K63   Outr doenc do intestino";-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;3;1;1;2;9;2;-;2;-;-;-;-;23
"K65   Peritonite";-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;5;2;2;-;3;-;-;-;-;1;1;-;17
"K66   Outr transt do peritonio";-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"K71   Doenc hepatica toxica";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;1;1;-;-;-;-;-;-;6
"K72   Insuf hepatica NCOP";1;1;-;1;1;1;-;2;1;-;2;1;-;-;-;4;-;-;1;7;1;1;1;-;1;-;-;27
"K74   Fibrose e cirrose hepaticas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"K75   Outr doenc inflam do figado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;2
"K76   Outr doenc do figado";-;-;-;-;3;-;-;6;-;1;-;2;1;-;-;-;1;1;-;1;-;1;1;-;-;-;1;19
"K80   Colelitiase";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"K81   Colecistite";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"K83   Outr doenc das vias biliares";1;-;-;-;1;1;-;-;-;2;-;-;-;2;1;-;1;-;1;5;1;-;1;-;-;1;-;18
"K90   Ma-absorcao intestinal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2
"K92   Outr doenc do aparelho digestivo";-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;4;-;-;-;3;1;1;-;-;-;1;-;12
"L00   Sindr pele escaldada estafilococ recem-nasc";-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;4
"L01   Impetigo";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"L02   Abscesso cutaneo furunculo e antraz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;3
"L03   Celulite";-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;5
"L04   Linfadenite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"L08   Outr infecc localiz pele e tec subcutaneo";-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"L51   Eritema polimorfo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"L88   Piodermite gangrenosa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;2
"L97   Ulcera dos membros infer NCOP";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"M00   Artrite piogenica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"M31   Outr vasculopatias necrotizantes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"M62   Outr transt musculares";1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;5
"N00   Sindr nefritica aguda";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"N04   Sindr nefrotica";-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;4;-;-;-;-;1;-;-;-;1;-;1;9
"N10   Nefrite tubulo-intersticial aguda";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"N11   Nefrite tubulo-intersticial cronica";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"N12   Nefrite tubulo-intersticial NE aguda cronica";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;3
"N13   Uropatia obstrutiva e p/refluxo";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"N17   Insuf renal aguda";3;-;3;1;5;1;-;3;2;4;-;1;-;-;-;4;2;-;1;7;2;1;1;2;1;1;-;45
"N18   Insuf renal cronica";-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;3;3;-;-;1;-;-;-;-;10
"N19   Insuf renal NE";-;-;1;-;2;-;-;2;-;2;-;-;-;-;-;2;1;-;3;4;-;1;3;1;-;2;-;24
"N30   Cistite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"N31   Disfuncoes neuromusculares da bexiga NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"N39   Outr transt do trato urinario";1;-;3;-;3;-;1;6;1;-;1;-;3;2;1;-;-;2;2;6;1;2;1;1;-;3;-;40
"N49   Transt inflam orgaos genitais masc NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"N50   Outr transt dos orgaos genitais masc";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"N73   Outr doenc inflam pelvicas femin";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2
"N76   Outr afeccoes inflam da vagina e da vulva";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P00   Fet rec-nasc afet afec mat n obr rel grav at";10;9;58;11;91;33;50;79;85;49;74;22;179;22;64;105;153;36;209;481;188;71;101;19;44;64;76;2383
"P01   Fet rec-nasc afet complic maternas gravidez";4;1;45;2;43;21;16;27;48;46;14;19;94;18;47;94;135;25;119;375;148;37;94;14;38;44;36;1604
"P02   Fet rec-nasc afet compl plac cord umb membr";12;11;35;7;58;14;11;79;46;37;27;26;71;14;43;67;109;27;110;294;105;41;90;14;26;81;38;1493
"P03   Fet rec-nasc afet out compl trab parto parto";2;-;22;2;24;-;6;12;15;13;5;8;26;7;26;39;49;8;14;177;32;19;10;7;7;8;3;541
"P04   Fet rec-nasc infl af noc trans plac leit mat";-;-;2;-;1;1;2;-;-;-;1;-;3;-;3;2;12;2;2;18;13;2;7;1;1;5;-;78
"P05   Crescimento fetal retard e desnutric fetal";-;-;2;-;6;3;-;8;4;6;2;2;3;-;-;10;13;1;12;24;11;7;5;-;2;2;1;124
"P07   Transt rel gest curt dur peso baix nasc NCOP";10;8;19;1;124;12;4;97;8;124;44;41;93;20;19;255;144;18;88;179;41;47;67;17;19;66;7;1572
"P08   Transt relac gest prolong peso elevado nasc";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P10   Laceracao intracran hemorrag dev traum parto";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"P11   Outr traum de parto do sist nervoso central";-;-;-;-;1;-;-;3;-;-;-;3;-;-;-;1;1;-;-;3;-;-;-;-;-;-;-;12
"P13   Lesoes do esqueleto dev traum de parto";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"P15   Outr traum de parto";-;-;1;-;4;1;-;1;-;1;-;1;4;1;-;-;7;-;-;7;-;1;1;1;-;3;-;34
"P20   Hipoxia intra-uterina";1;5;15;-;28;1;1;44;16;30;7;30;21;7;8;70;46;4;63;67;24;12;9;1;8;15;1;534
"P21   Asfixia ao nascer";11;6;14;5;66;6;5;57;19;84;11;5;47;24;29;111;46;26;80;136;20;21;25;13;8;20;3;898
"P22   Desconforto respirat do recem-nascido";24;19;154;26;159;9;11;109;45;95;35;66;59;92;20;232;227;56;198;326;75;34;103;29;35;77;14;2329
"P23   Pneumonia congen";2;-;15;2;36;-;3;11;4;10;7;12;10;8;12;16;19;7;10;50;6;7;8;1;7;6;5;274
"P24   Sindr de aspiracao neonatal";9;12;58;7;96;7;11;68;20;35;7;13;40;10;11;91;67;15;72;78;29;22;31;12;24;37;8;890
"P25   Enfisema interst afecc corr orig per perinat";1;-;2;-;4;2;2;-;1;4;4;8;5;3;-;13;12;1;11;33;3;7;9;2;1;5;3;136
"P26   Hemorragia pulmonar orig periodo perinatal";4;4;2;2;33;3;4;9;8;30;9;7;15;8;5;55;33;5;28;83;25;16;15;8;9;26;6;452
"P27   Doenc respirat cron orig periodo perinatal";2;-;1;1;6;2;-;5;3;16;3;6;9;4;2;8;19;2;13;49;3;6;9;-;1;5;2;177
"P28   Outr afeccoes respirat orig per perinatal";8;11;18;5;64;1;2;43;24;48;10;7;27;13;1;158;68;8;28;130;23;20;14;10;13;29;4;787
"P29   Transt cardiovasc orig periodo perinatal";9;2;11;6;59;7;2;36;24;20;9;8;18;3;6;65;78;18;46;117;29;31;15;12;12;18;2;663
"P35   Doenc virais congen";-;-;1;-;1;-;1;2;-;2;-;-;2;-;-;1;3;1;2;10;2;-;2;-;-;1;-;31
"P36   Septicemia bacter do recem-nascido";46;27;62;11;216;28;16;143;48;155;45;78;105;89;44;209;245;49;246;529;74;62;86;27;67;88;21;2816
"P37   Outr doenc infecc e parasit congen";-;-;1;-;2;1;-;3;1;3;2;-;1;1;2;-;4;1;2;27;2;1;3;2;1;3;1;64
"P38   Onfalite recem-nasc c/ou s/hemorragia leve";-;-;2;-;4;-;-;3;1;2;1;1;-;-;1;2;-;-;2;1;1;1;1;1;1;1;-;26
"P39   Outr infecc especificas do periodo perinatal";2;-;9;-;34;5;2;7;6;49;1;8;18;7;2;49;4;3;21;49;12;11;3;5;12;30;-;349
"P50   Perda sanguinea fetal";-;-;-;-;1;-;-;1;-;1;-;-;1;-;-;1;2;-;1;6;-;-;-;2;-;-;-;16
"P51   Hemorragia umbilical do recem-nascido";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"P52   Hemorragia intracran nao-traum feto rec-nasc";-;-;-;-;4;-;2;-;-;1;-;-;4;-;-;4;5;-;3;31;4;9;6;-;-;2;-;75
"P53   Doenc hemorragica do feto e do recem-nascido";-;1;1;-;2;-;-;8;1;2;3;2;4;-;-;3;4;-;1;6;-;3;1;-;2;-;-;44
"P54   Outr hemorragias neonatais";-;-;2;-;4;-;-;7;-;2;1;1;2;2;-;4;1;-;1;7;-;-;3;3;-;2;-;42
"P55   Doenc hemolitica do feto e do recem-nascido";-;-;-;-;2;-;1;5;4;2;1;-;4;1;1;6;3;-;6;10;2;1;3;-;-;5;1;58
"P56   Hidropsia fetal dev doenc hemolitica";-;-;1;2;-;-;-;3;-;2;-;-;-;-;-;1;3;1;-;3;1;1;2;-;-;1;1;22
"P57   Kernicterus";-;-;2;1;6;-;-;2;3;1;-;2;-;1;-;3;1;-;1;2;-;1;-;-;1;-;-;27
"P58   Ictericia neonatal dev outr hemolises excess";-;-;2;-;2;-;-;1;1;-;-;1;-;-;-;4;-;-;-;1;-;-;-;-;-;3;-;15
"P59   Ictericia neonatal dev outr causas e as NE";-;1;1;-;6;1;-;7;2;2;-;-;1;-;-;4;4;1;-;2;-;-;-;-;1;1;-;34
"P60   Coagulacao intravasc dissem feto rec-nasc";1;2;2;-;3;2;2;5;5;3;-;1;2;1;-;6;3;1;5;26;2;1;4;1;-;7;1;86
"P61   Outr transt hematologicos perinatais";-;-;2;-;4;2;-;3;1;3;1;2;3;4;3;8;9;3;13;18;3;5;2;1;1;3;-;94
"P70   Trans transit metab carboid esp fet rec-nasc";2;-;3;-;-;1;2;3;-;4;-;-;5;1;1;9;1;1;3;13;6;4;1;2;2;4;-;68
"P72   Outr transt endocrinos transit period neonat";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"P74   Outr dist eletrolit metab transit per neonat";-;2;1;1;1;-;-;4;-;2;-;1;3;-;1;3;2;-;1;5;-;4;-;1;-;1;-;33
"P76   Outr obstrucoes intestinais do recem-nascido";-;1;5;-;2;1;1;5;-;1;-;1;1;-;1;8;1;-;1;4;1;-;-;-;-;2;1;37
"P77   Enterocolite necrotizante do feto e rec-nasc";1;3;20;5;24;1;8;37;5;20;10;10;26;13;20;41;69;19;52;185;25;23;26;3;12;27;5;690
"P78   Outr transt ap digestivo periodo perinatal";1;-;3;2;6;-;-;2;2;4;5;2;13;-;2;12;15;2;2;22;2;4;2;7;-;3;3;116
"P80   Hipotermia do recem-nascido";-;-;-;-;1;-;-;1;1;-;-;1;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;9
"P81   Outr disturbios regulacao termica rec-nasc";-;-;2;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"P83   Outr afecc compr tegum espec feto rec-nasc";-;-;5;-;10;1;2;6;1;13;2;4;10;2;-;16;13;1;9;29;9;2;3;3;2;8;3;154
"P90   Convulsoes do recem-nascido";-;1;2;1;-;-;-;-;1;1;1;-;3;-;-;6;2;-;-;6;1;-;4;-;-;-;-;29
"P91   Outr disturbios funcao cerebral rec-nasc";-;1;-;-;1;-;3;6;1;1;1;-;4;1;1;3;3;1;1;11;1;4;1;-;-;-;-;45
"P92   Problemas de alimentacao do recem-nascido";-;-;1;1;2;-;2;6;1;-;-;-;1;-;1;3;2;-;1;2;2;-;1;-;1;1;-;28
"P93   Reacoes e intox dev drog admin feto rec-nasc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"P94   Transt do tonus muscular do recem-nascido";-;-;-;-;-;-;-;1;-;-;-;-;3;1;-;1;-;-;-;1;-;-;-;-;-;-;-;7
"P96   Outr afeccoes originadas periodo perinatal";6;6;37;2;32;3;3;28;12;39;16;14;18;5;11;106;107;5;52;139;14;4;15;15;16;19;3;727
"Q00   Anencefalia e malformacoes similares";8;5;20;6;27;5;5;26;14;36;5;11;30;14;9;37;25;11;27;88;27;10;14;9;9;19;5;502
"Q01   Encefalocele";1;1;2;-;7;-;1;4;-;3;1;3;2;4;-;4;7;-;7;13;6;1;3;-;-;3;1;74
"Q02   Microcefalia";-;1;5;-;8;-;-;5;1;1;-;4;4;-;2;3;7;-;5;10;-;-;2;3;3;2;2;68
"Q03   Hidrocefalia congen";5;-;16;2;11;2;4;10;4;2;2;-;7;2;7;15;8;2;9;29;14;7;7;4;7;7;1;184
"Q04   Outr malformacoes congen do cerebro";2;6;8;3;23;5;4;14;3;13;7;9;16;6;3;23;23;7;17;32;9;5;10;5;7;12;8;280
"Q05   Espinha bifida";-;1;3;-;3;-;-;4;1;5;2;1;5;6;1;10;10;1;2;12;5;1;5;-;1;3;3;85
"Q06   Outr malformacoes congen da medula espinhal";-;-;-;-;1;-;-;1;-;1;-;-;1;-;-;1;-;-;1;-;-;1;-;-;-;-;-;7
"Q07   Outr malformacoes congen do sist nervoso";-;-;1;3;6;-;-;-;1;-;4;-;4;1;1;9;7;3;7;10;3;5;2;1;-;1;1;70
"Q18   Outr malformacoes congen da face e pescoco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;2
"Q20   Malform congen camaras e comunicacoes card";1;-;14;3;8;1;6;6;1;15;6;3;16;1;2;15;25;5;25;71;16;16;22;11;6;11;5;311
"Q21   Malformacoes congen dos septos cardiacos";8;-;21;5;10;3;6;9;6;21;2;3;24;6;11;42;33;11;28;128;22;13;28;11;11;15;13;490
"Q22   Malform congen valvas pulmonar tricuspide";2;-;6;1;7;1;4;2;-;4;2;-;6;-;1;9;10;4;8;50;4;6;14;4;4;1;2;152
"Q23   Malformacoes congen valvas aortica e mitral";2;-;5;-;7;1;4;6;6;12;2;3;8;5;-;11;16;3;16;87;15;23;26;7;3;8;7;283
"Q24   Outr malformacoes congen do coracao";28;19;45;19;72;12;22;73;33;73;19;41;86;43;19;133;167;24;112;240;75;37;59;27;32;76;18;1604
"Q25   Malformacoes congen das grandes arterias";2;-;6;-;10;2;3;7;3;13;2;7;10;-;6;34;19;7;23;92;16;11;23;2;7;14;9;328
"Q26   Malformacoes congen das grandes veias";-;-;1;-;1;1;1;2;1;1;-;1;-;-;-;3;1;1;-;4;1;-;2;-;-;1;2;24
"Q27   Outr malformacoes congen sist vasc perif";1;-;-;-;-;-;-;-;-;3;1;-;2;-;-;1;4;-;3;2;1;-;-;-;-;1;-;19
"Q28   Outr malform congen aparelho circulatorio";-;-;-;-;10;-;-;1;-;4;-;1;-;1;-;3;4;1;3;4;3;3;4;-;-;2;-;44
"Q30   Malformacao congen do nariz";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;2;-;-;-;-;-;-;-;7
"Q31   Malformacoes congen da laringe";-;-;-;-;-;-;-;1;1;-;-;1;2;-;-;2;1;-;1;4;1;1;3;-;-;2;-;20
"Q32   Malformacoes congen traqueia e bronquios";4;-;1;-;1;-;1;-;-;4;-;1;2;-;2;2;-;2;4;6;-;1;1;-;-;-;1;33
"Q33   Malformacoes congen do pulmao";4;1;4;1;19;5;2;14;4;26;11;6;20;10;11;34;39;14;38;149;22;16;18;11;17;21;6;523
"Q34   Outr malformacoes congen aparelho respirat";-;-;1;2;-;1;-;1;-;-;1;-;-;-;-;1;2;-;-;1;2;2;2;-;-;-;-;16
"Q35   Fenda palatina";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;1;-;2;-;1;-;8
"Q36   Fenda labial";-;-;-;-;-;-;-;2;-;-;-;1;-;1;-;-;-;-;-;3;-;-;-;-;-;-;-;7
"Q37   Fenda labial c/fenda palatina";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;1;-;1;-;1;-;-;-;9
"Q38   Outr malform congen lingua boca e faringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;2
"Q39   Malformacoes congen do esofago";1;-;10;1;8;4;2;1;3;5;4;2;14;5;3;11;8;3;11;19;5;5;5;6;3;3;2;144
